k_index,kx_crystal,ky_crystal,kz_crystal,distance_inv_angstrom,band_rank,QE_eV,Wannier_eV,QE_minus_EF_eV,Wannier_minus_EF_eV,error_eV
110,0.2,0.2,0.2,4.3306891,4,19.779582533499358,21.046028,11.367382533499358,12.633828,1.2664454665006417
111,0.185714,0.185714,0.185714,4.3699879,1,-2.1812096598284567,-2.1931975,-10.593409659828456,-10.6053975,-0.011987840171543418
111,0.185714,0.185714,0.185714,4.3699879,2,14.392875620067358,14.540116,5.980675620067357,6.127915999999999,0.14724037993264183
111,0.185714,0.185714,0.185714,4.3699879,3,19.86665841059645,19.742847,11.45445841059645,11.330647,-0.12381141059644918
111,0.185714,0.185714,0.185714,4.3699879,4,19.866658410596504,20.87739,11.454458410596503,12.465189999999998,1.0107315894034947
112,0.171429,0.171429,0.171429,4.4092866,1,-2.326301466999765,-2.337534,-10.738501466999764,-10.749734,-0.011232533000234746
112,0.171429,0.171429,0.171429,4.4092866,2,14.967296839508114,15.224435,6.5550968395081135,6.812234999999999,0.25713816049188587
112,0.171429,0.171429,0.171429,4.4092866,3,19.96239549847588,19.836602,11.550195498475878,11.424401999999999,-0.12579349847587906
112,0.171429,0.171429,0.171429,4.4092866,4,19.962395498475896,20.749114,11.550195498475896,12.336913999999998,0.7867185015241027
113,0.157143,0.157143,0.157143,4.4485854,1,-2.4600106778803417,-2.4690669,-10.872210677880343,-10.8812669,-0.009056222119658397
113,0.157143,0.157143,0.157143,4.4485854,2,15.547583424541404,15.951516,7.135383424541404,7.5393159999999995,0.4039325754585956
113,0.157143,0.157143,0.157143,4.4485854,3,20.066540140441752,19.959067,11.654340140441752,11.546867,-0.10747314044175127
113,0.157143,0.157143,0.157143,4.4485854,4,20.06654014044176,20.680518,11.654340140441759,12.268317999999999,0.6139778595582399
114,0.142857,0.142857,0.142857,4.4878841,1,-2.5822567851050255,-2.5878716,-10.994456785105026,-11.0000716,-0.005614814894974618
114,0.142857,0.142857,0.142857,4.4878841,2,16.133016150943075,16.709293,7.720816150943074,8.297092999999998,0.5762768490569243
114,0.142857,0.142857,0.142857,4.4878841,3,20.178782876641908,20.114874,11.766582876641907,11.702674,-0.06390887664190714
114,0.142857,0.142857,0.142857,4.4878841,4,20.178782876641918,20.682478,11.766582876641918,12.270278,0.5036951233580815
115,0.128571,0.128571,0.128571,4.5271829,1,-2.6929523122584986,-2.6941689,-11.105152312258499,-11.1063689,-0.0012165877415015736
115,0.128571,0.128571,0.128571,4.5271829,2,16.72270662148437,17.478391,8.31050662148437,9.066190999999998,0.7556843785156282
115,0.128571,0.128571,0.128571,4.5271829,3,20.29868840216859,20.306968,11.88648840216859,11.894768000000001,0.008279597831410968
115,0.128571,0.128571,0.128571,4.5271829,4,20.298688402168608,20.756214,11.886488402168608,12.344014,0.4575255978313919
116,0.114286,0.114286,0.114286,4.5664816,1,-2.7921385310760027,-2.7883512,-11.204338531076003,-11.2005512,0.003787331076002598
116,0.114286,0.114286,0.114286,4.5664816,2,17.31541928037007,18.233724,8.903219280370068,9.821523999999998,0.9183047196299299
116,0.114286,0.114286,0.114286,4.5664816,3,20.42556897918997,20.53141,12.013368979189968,12.11921,0.10584102081003266
116,0.114286,0.114286,0.114286,4.5664816,4,20.42556897919003,20.89709,12.013368979190028,12.484889999999998,0.4715210208099698
117,0.1,0.1,0.1,4.6057804,1,-2.879705515984819,-2.8709758,-11.29190551598482,-11.2831758,0.008729715984818753
117,0.1,0.1,0.1,4.6057804,2,17.909593264020383,18.947064,9.497393264020383,10.534864,1.0374707359796176
117,0.1,0.1,0.1,4.6057804,3,20.558504295974984,20.772618,12.146304295974984,12.360418000000001,0.21411370402501717
117,0.1,0.1,0.1,4.6057804,4,20.558504295975016,21.099808,12.146304295975016,12.687607999999999,0.5413037040249833
118,0.085714,0.085714,0.085714,4.6450791,1,-2.9556791199625563,-2.9427075,-11.367879119962556,-11.3549075,0.012971619962556247
118,0.085714,0.085714,0.085714,4.6450791,2,18.502785764153217,19.590277,10.090585764153216,11.178077,1.0874912358467839
118,0.085714,0.085714,0.085714,4.6450791,3,20.696012298840166,21.011935,12.283812298840166,12.599735,0.3159227011598347
118,0.085714,0.085714,0.085714,4.6450791,4,20.696012298840227,21.352049,12.283812298840227,12.939849,0.6560367011597741
119,0.071429,0.071429,0.071429,4.6843779,1,-3.0200667509504746,-3.0042145,-11.432266750950475,-11.4164145,0.015852250950474822
119,0.071429,0.071429,0.071429,4.6843779,2,19.09123180364353,20.139226,10.67903180364353,11.727026,1.0479941963564698
119,0.071429,0.071429,0.071429,4.6843779,3,20.83577959741204,21.243639,12.423579597412038,12.831439000000001,0.40785940258796316
119,0.071429,0.071429,0.071429,4.6843779,4,20.835779597412053,21.621647,12.423579597412052,13.209446999999999,0.7858674025879466
120,0.057143,0.057143,0.057143,4.7236766,1,-3.0727515416664652,-3.0560347,-11.484951541666465,-11.4682347,0.016716841666465143
120,0.057143,0.057143,0.057143,4.7236766,2,19.669037029037813,20.578996,11.256837029037813,12.166796,0.9099589709621867
120,0.057143,0.057143,0.057143,4.7236766,3,20.97409490229434,21.467868,12.56189490229434,13.055667999999999,0.4937730977056596
120,0.057143,0.057143,0.057143,4.7236766,4,20.97409490229434,21.866068,12.56189490229434,13.453867999999998,0.8919730977056588
121,0.042857,0.042857,0.042857,4.7629754,1,-3.113747917161096,-3.0984453,-11.525947917161096,-11.5106453,0.015302617161096155
121,0.042857,0.042857,0.042857,4.7629754,2,20.225229760936028,20.908963,11.813029760936027,12.496763,0.6837332390639723
121,0.042857,0.042857,0.042857,4.7629754,3,21.10472696794707,21.677368,12.69252696794707,13.265168000000001,0.5726410320529318
121,0.042857,0.042857,0.042857,4.7629754,4,21.10472696794707,22.047559,12.69252696794707,13.635359,0.9428320320529302
122,0.028571,0.028571,0.028571,4.8022741,1,-3.1430816957098666,-3.1313678,-11.555281695709867,-11.5435678,0.011713895709866584
122,0.028571,0.028571,0.028571,4.8022741,2,20.73713586375667,21.13943,12.32493586375667,12.72723,0.40229413624333077
122,0.028571,0.028571,0.028571,4.8022741,3,21.217452155204256,21.858341,12.805252155204256,13.446140999999999,0.640888844795743
122,0.028571,0.028571,0.028571,4.8022741,4,21.217452155204295,22.140852,12.805252155204295,13.728651999999999,0.9233998447957035
123,0.014286,0.014286,0.014286,4.8415729,1,-3.1607025055246334,-3.1543394,-11.572902505524635,-11.5665394,0.006363105524633372
123,0.014286,0.014286,0.014286,4.8415729,2,21.149061710446823,21.278351,12.736861710446822,12.866151,0.12928928955317787
123,0.014286,0.014286,0.014286,4.8415729,3,21.297003581004056,21.974721,12.884803581004055,13.562520999999998,0.6777174189959432
123,0.014286,0.014286,0.014286,4.8415729,4,21.297003581004113,22.164782,12.884803581004112,13.752581999999999,0.8677784189958864
124,0.0,0.0,0.0,4.8808716,1,-3.1665642422585587,-3.1665642,-11.57876424225856,-11.5787642,4.2258558874408436e-08
124,0.0,0.0,0.0,4.8808716,2,21.326269887354133,21.32627,12.914069887354133,12.91407,1.1264586774473173e-07
124,0.0,0.0,0.0,4.8808716,3,21.326269887354183,21.885705,12.914069887354183,13.473505000000001,0.5594351126458186
124,0.0,0.0,0.0,4.8808716,4,21.326269887354208,22.269502,12.914069887354207,13.857301999999999,0.9432321126457914
125,0.008929,0.008929,0.017857,4.9209807,1,-3.1604586140446314,-3.1589661,-11.57265861404463,-11.571166100000001,0.0014925140446311325
125,0.008929,0.008929,0.017857,4.9209807,2,21.174077156663568,21.27541,12.761877156663568,12.86321,0.10133284333643289
125,0.008929,0.008929,0.017857,4.9209807,3,21.226904787091474,21.996864,12.814704787091474,13.584663999999998,0.7699592129085246
125,0.008929,0.008929,0.017857,4.9209807,4,21.332201729799216,22.126414,12.920001729799216,13.714214,0.7942122702007843
126,0.017857,0.017857,0.035714,4.9610898,1,-3.142117925818283,-3.1392358,-11.554317925818284,-11.5514358,0.0028821258182833986
126,0.017857,0.017857,0.035714,4.9610898,2,20.8137897263089,21.122737,12.4015897263089,12.710537,0.30894727369109987
126,0.017857,0.017857,0.035714,4.9610898,3,20.980730630979526,21.733484,12.568530630979525,13.321284,0.7527533690204748
126,0.017857,0.017857,0.035714,4.9610898,4,21.34999687761767,22.259536,12.93779687761767,13.847336,0.9095391223823306
127,0.026786,0.026786,0.053571,5.001199,1,-3.1115514554214485,-3.107721,-11.523751455421449,-11.519921,0.003830455421448331
