k_index,distance_inv_angstrom,band,QE_eV,Wannier_eV,error_eV
102,4.0162991,2,9.547879438958681,8.405778,-1.1421014389586812
102,4.0162991,3,19.408624031579553,19.559626,0.15100196842044866
102,4.0162991,4,19.40862403157958,22.546914,3.1382899684204197
103,4.0555979,1,-0.6162082388116545,-0.19497593,0.4212323088116545
103,4.0555979,2,10.054402477480808,9.1349835,-0.9194189774808077
103,4.0555979,3,19.422686796497022,19.546134,0.12344720350297678
103,4.0555979,4,19.422686796497057,22.751015,3.3283282035029416
104,4.0948966,1,-0.8505335865443947,-0.54748736,0.3030462265443947
104,4.0948966,2,10.569272056204289,9.9145284,-0.654743656204289
104,4.0948966,3,19.446070560334814,19.537429,0.09135843966518564
104,4.0948966,4,19.44607056033483,22.943617,3.497546439665168
105,4.1341954,1,-1.0739084279201503,-0.89302826,0.18088016792015027
105,4.1341954,2,11.092355585431063,10.736895,-0.3554605854310626
105,4.1341954,3,19.478743138396652,19.53531,0.05656686160334701
105,4.1341954,4,19.478743138396663,23.121647,3.6429038616033367
