grid,k_index,k1_index,k2_index,k3_index,k1_fraction,k2_fraction,k3_fraction,phase_rad,phase_per_area_A2
4,39,2,1,2,0.5,0.25,0.5,-7.546950763897586e-06,-3.150571620487232e-05
4,40,2,1,3,0.5,0.25,0.75,-4.603839509997485e-06,-1.9219319907136944e-05
4,41,2,2,0,0.5,0.5,0.0,6.351040968133753e-07,2.6513237015501875e-06
4,42,2,2,1,0.5,0.5,0.25,-9.87407539970122e-06,-4.1220597173716965e-05
4,43,2,2,2,0.5,0.5,0.5,-9.729170227999187e-06,-4.061567190534211e-05
4,44,2,2,3,0.5,0.5,0.75,-7.13802022340126e-06,-2.9798583091189656e-05
4,45,2,3,0,0.5,0.75,0.0,2.1474362343898434e-08,8.964748636283036e-08
4,46,2,3,1,0.5,0.75,0.25,9.078292426135807e-07,3.7898498844182723e-06
4,47,2,3,2,0.5,0.75,0.5,4.162744111314374e-06,1.7377910457818095e-05
4,48,2,3,3,0.5,0.75,0.75,-8.864300081739619e-06,-3.70051602915035e-05
4,49,3,0,0,0.75,0.0,0.0,-7.643065422225557e-07,-3.1906959202626486e-06
4,50,3,0,1,0.75,0.0,0.25,2.2327955146469134e-06,9.321091925561702e-06
4,51,3,0,2,0.75,0.0,0.5,-3.27891864501147e-07,-1.36882674235501e-06
4,52,3,0,3,0.75,0.0,0.75,1.1863713142437624e-06,4.952659571991426e-06
4,53,3,1,0,0.75,0.25,0.0,-2.069932235727969e-06,-8.64119822990371e-06
4,54,3,1,1,0.75,0.25,0.25,-1.1960324640301966e-06,-4.992991283818702e-06
4,55,3,1,2,0.75,0.25,0.5,9.542424433407806e-07,3.983607757765752e-06
4,56,3,1,3,0.75,0.25,0.75,-6.650784413802139e-06,-2.776455456466018e-05
4,57,3,2,0,0.75,0.5,0.0,1.5693213745177959e-06,6.551333830918415e-06
4,58,3,2,1,0.75,0.5,0.25,-2.0138769228086626e-06,-8.407188119613961e-06
4,59,3,2,2,0.75,0.5,0.5,-3.630605276036186e-06,-1.5156428477828673e-05
4,60,3,2,3,0.75,0.5,0.75,3.6005589842480555e-06,1.5030996369987977e-05
4,61,3,3,0,0.75,0.75,0.0,9.630714595403427e-06,4.0204656209549864e-05
4,62,3,3,1,0.75,0.75,0.25,3.3152369836092162e-06,1.3839882997136024e-05
4,63,3,3,2,0.75,0.75,0.5,2.815164024398242e-06,1.1752264139199422e-05
4,64,3,3,3,0.75,0.75,0.75,1.8429323087886688e-06,7.693557851634855e-06
