grid,k_index,axis,neighbor_index,G1,G2,G3,min_singular,max_singular,abs_determinant
6,40,1,76,0,0,0,0.9809126632057187,0.9991815983703102,0.9630723373076356
6,41,2,47,0,0,0,0.8210225341050706,0.9991974307959652,0.7738759875571481
6,41,1,77,0,0,0,0.9792995758379095,0.9990416548811101,0.9649257523154606
6,42,2,48,0,0,0,0.8084964584527896,0.9992949652438313,0.7655288094675515
6,42,1,78,0,0,0,0.973424083000885,0.9991138303204211,0.9587027642133117
6,43,2,49,0,0,0,0.860221268166542,0.9993001511615878,0.8444406525331155
6,43,1,79,0,0,0,0.8602185101988236,0.9993001538229137,0.8444379779582131
6,44,2,50,0,0,0,0.8603278392265213,0.9991827108959249,0.767076999968895
6,44,1,80,0,0,0,0.8603258804247392,0.9991826938635872,0.7670743177614903
6,45,2,51,0,0,0,0.8084959220996095,0.9992949600481318,0.7655280995613609
6,45,1,81,0,0,0,0.8084963164797391,0.9992949629406481,0.7655282187413092
6,46,2,52,0,0,0,0.8691414756839374,0.999234866851496,0.8555150842255693
6,46,1,82,0,0,0,0.8691427703601611,0.9992348669650853,0.8555163540298002
6,47,2,53,0,0,0,0.8659476094899125,0.9991710371785304,0.8555829451689614
6,47,1,83,0,0,0,0.8659458243382565,0.9991710284678591,0.8555812780602723
6,48,2,54,0,0,0,0.8619410560563044,0.9992464490018644,0.8502586945956946
6,48,1,84,0,0,0,0.8619405402857412,0.9992464516207329,0.8502581824119437
6,49,2,55,0,0,0,0.9786836902855358,0.999141945534761,0.9704131085818493
6,49,1,85,0,0,0,0.8664969745194835,0.9993555575394003,0.8495464255814136
6,50,2,56,0,0,0,0.97342382513168,0.9991138120716306,0.9587026937769695
6,50,1,86,0,0,0,0.8084965605197256,0.9992949481965993,0.7655285046838771
6,51,2,57,0,0,0,0.8619417258080962,0.9992464489350795,0.8502593192210544
6,51,1,87,0,0,0,0.8169082699689575,0.9991220881435445,0.7699259162111971
6,52,2,58,0,0,0,0.8741721900704672,0.9992614441883189,0.8625069703145186
6,52,1,88,0,0,0,0.869140938805945,0.999234865033406,0.8555145552443005
6,53,2,59,0,0,0,0.9829098884796142,0.9991358010488266,0.9711359419549372
6,53,1,89,0,0,0,0.8711462458959534,0.9992172440914192,0.8612807223345655
6,54,2,60,0,0,0,0.9817487963361736,0.9990726599025062,0.9742739997694544
6,54,1,90,0,0,0,0.874172886312063,0.9992614354402046,0.8625076349357916
6,55,2,61,0,0,0,0.9905786319454256,0.9988969789257571,0.9800871538736757
6,55,1,91,0,0,0,0.9809133267018992,0.9991815903258673,0.9630731387584126
6,56,2,62,0,0,0,0.9905782355765053,0.9988969745425833,0.9800867912218205
6,56,1,92,0,0,0,0.8691412197511661,0.9992348654814465,0.8555148782601136
6,57,2,63,0,0,0,0.9817486040051137,0.9990726673992565,0.9742738397488402
6,57,1,93,0,0,0,0.8691436721102781,0.9992348650175831,0.8555173056124071
6,58,2,64,0,0,0,0.8647827436795109,0.9991832846652094,0.8590829621078532
6,58,1,94,0,0,0,0.9809121598559024,0.9991816171546659,0.9630718368275469
6,59,2,65,0,0,0,0.8647838112507962,0.9991832807261594,0.8590840212100718
6,59,1,95,0,0,0,0.9829098777483605,0.9991358162175531,0.9711359395750514
6,60,2,66,0,0,0,0.9817485605802365,0.9990726750444202,0.9742737654243304
6,60,1,96,0,0,0,0.9829098625688245,0.9991358163949192,0.9711359259267011
6,61,2,67,0,0,0,0.9734240529434036,0.9991138383124438,0.9587029436895278
6,61,1,97,0,0,0,0.9792996130344807,0.9990416665820432,0.9649255034473626
6,62,2,68,0,0,0,0.9786834861337909,0.9991419557735568,0.9704128785032922
6,62,1,98,0,0,0,0.8659456975473253,0.999171025321773,0.8555811522682331
6,63,2,69,0,0,0,0.9817487944311828,0.9990726670878448,0.9742739657850824
6,63,1,99,0,0,0,0.8711474575012421,0.9992172550489418,0.8612819821601307
6,64,2,70,0,0,0,0.9829099181553559,0.999135802998475,0.9711359873696545
6,64,1,100,0,0,0,0.982909844535841,0.999135814872778,0.9711358584433897
6,65,2,71,0,0,0,0.8741713247665455,0.9992614422613052,0.8625060454738845
6,65,1,101,0,0,0,0.9842392885846606,0.9990265690962506,0.9762373713088871
6,66,2,72,0,0,0,0.861939741477696,0.9992464427166885,0.8502572385752916
6,66,1,102,0,0,0,0.9817488874538256,0.9990726726918113,0.9742740810607556
6,67,1,103,0,0,0,0.9734241380995496,0.9991138301359949,0.9587030211316477
6,67,2,37,0,1,0,0.8603270144564588,0.9991826977089024,0.7670762627702468
6,68,1,104,0,0,0,0.8619410170837607,0.9992464516363648,0.8502585769766342
6,68,2,38,0,1,0,0.8602198810276269,0.9993001484727149,0.8444395512122586
6,69,1,105,0,0,0,0.8741704546327312,0.9992614406744013,0.8625051962450933
6,69,2,39,0,1,0,0.8619406155477327,0.9992464475765248,0.8502584379163015
6,70,1,106,0,0,0,0.9829097714403872,0.9991358017819738,0.9711358072223963
6,70,2,40,0,1,0,0.8659443974622248,0.9991710279171,0.8555798512087086
6,71,1,107,0,0,0,0.9817488800371849,0.9990726680817746,0.9742740400345743
6,71,2,41,0,1,0,0.8691422223966452,0.9992348726943505,0.855515841230322
6,72,1,108,0,0,0,0.9786842808050092,0.9991419565225622,0.9704136307840837
6,72,2,42,0,1,0,0.8084987681069105,0.9992949631962794,0.7655308334767761
6,73,2,79,0,0,0,0.8169067455801078,0.9991220649114558,0.7699245344542146
6,73,1,109,0,0,0,0.9888390363914149,0.9989022783430536,0.973346346268939
6,74,2,80,0,0,0,0.8084967096908277,0.999294957028981,0.7655291424416544
6,74,1,110,0,0,0,0.9786838163474595,0.9991419429141775,0.9704132103874502
6,75,2,81,0,0,0,0.8664989850629891,0.9993555409572797,0.8495484398179621
6,75,1,111,0,0,0,0.8630339574525663,0.9992410468733499,0.8556883373634214
6,76,2,82,0,0,0,0.874170562106944,0.9992614245771132,0.8625053687105315
6,76,1,112,0,0,0,0.8670548833225523,0.9991917654793153,0.8596863954931142
6,77,2,83,0,0,0,0.871145143413051,0.9992172483138436,0.8612796848319709
6,77,1,113,0,0,0,0.9842389299912923,0.9990265776419747,0.9762370560475533
6,78,2,84,0,0,0,0.8691409280735876,0.9992348686693231,0.8555144371421929
6,78,1,114,0,0,0,0.990578131977583,0.998896973946079,0.9800867919615224
6,79,2,85,0,0,0,0.8664981897826594,0.9993555587935145,0.8495476933976608
6,79,1,115,0,0,0,0.9786837577376343,0.9991419502677708,0.9704132626399122
6,80,2,86,0,0,0,0.8084988648063496,0.9992949597646309,0.7655313046000454
6,80,1,116,0,0,0,0.9734245299822396,0.9991138292503476,0.9587033628373325
6,81,2,87,0,0,0,0.8169049852221141,0.9991220847088487,0.7699224975477793
6,81,1,117,0,0,0,0.8619421547784901,0.9992464485062836,0.850259691659278
6,82,2,88,0,0,0,0.8691432129395658,0.9992348675979978,0.8555168165434
6,82,1,118,0,0,0,0.8741719276002066,0.999261442338425,0.8625066778618146
6,83,2,89,0,0,0,0.8711440385015835,0.999217247121685,0.8612785857276939
6,83,1,119,0,0,0,0.9829097916948738,0.9991358050544809,0.9711358091058476
6,84,2,90,0,0,0,0.874169417003706,0.999261435486318,0.862504232995171
6,84,1,120,0,0,0,0.9817487044187864,0.9990726476763216,0.9742738597651377
6,85,2,91,0,0,0,0.863031547108821,0.9992410504291438,0.8556860385471337
6,85,1,121,0,0,0,0.8630336182975313,0.9992410523756315,0.8556880695955971
6,86,2,92,0,0,0,0.8619395429106805,0.9992464512837878,0.8502570636352997
6,86,1,122,0,0,0,0.8619424381164791,0.999246445623014,0.8502599722835084
6,87,2,93,0,0,0,0.8564922106891673,0.999074118514301,0.7723144653547647
6,87,1,123,0,0,0,0.8564887489368458,0.9990740938222725,0.772311006771883
6,88,2,94,0,0,0,0.8210196743658554,0.9991974400992772,0.7738729738601399
6,88,1,124,0,0,0,0.8210250693451541,0.9991974372345076,0.7738791406168756
6,89,2,95,0,0,0,0.8711463110149753,0.9992172542107108,0.8612809248687603
6,89,1,125,0,0,0,0.8711440972658189,0.9992172523476226,0.8612787194635003
6,90,2,96,0,0,0,0.8647859276773754,0.9991832830566357,0.8590861387284441
6,90,1,126,0,0,0,0.8647825846130285,0.9991832831918941,0.8590827893758017
6,91,2,97,0,0,0,0.9842392157243809,0.9990265741951053,0.9762373526857391
6,91,1,127,0,0,0,0.8670538241624606,0.9991917536858719,0.8596853743072431
6,92,2,98,0,0,0,0.9817487469755335,0.9990726636287927,0.9742740211236685
6,92,1,128,0,0,0,0.8741716923257937,0.9992614382311326,0.8625064114806362
6,93,2,99,0,0,0,0.9792996421509946,0.9990416570519003,0.9649257763322924
6,93,1,129,0,0,0,0.8210234851602944,0.9991974392816512,0.7738769464571412
6,94,2,100,0,0,0,0.8659495315455726,0.9991710241093295,0.8555848772308162
6,94,1,130,0,0,0,0.839032721739959,0.9989610443578721,0.77380137534449
6,95,2,101,0,0,0,0.8711448866474508,0.9992172456869232,0.8612794954816531
6,95,1,131,0,0,0,0.8659462843985375,0.9991710209901644,0.8555817675680686
6,96,2,102,0,0,0,0.982909891699335,0.9991358040560672,0.9711359704053569
6,96,1,132,0,0,0,0.8647818388433913,0.99918330341454,0.8590820942664292
6,97,2,103,0,0,0,0.9792995296903186,0.9990416170795212,0.9649255044504695
6,97,1,133,0,0,0,0.9842392659785762,0.9990265828598288,0.9762373463397818
6,98,2,104,0,0,0,0.9817486695419052,0.9990726583106584,0.9742738180138079
6,98,1,134,0,0,0,0.9829099388943645,0.9991358035094816,0.9711360102474909
6,99,2,105,0,0,0,0.9842390293693131,0.9990265795293289,0.976237047309386
6,99,1,135,0,0,0,0.8711426846631907,0.9992172479912327,0.8612772668904579
6,100,2,106,0,0,0,0.9829098263436079,0.9991358037933842,0.9711359084975679
6,100,1,136,0,0,0,0.8659486917920959,0.9991710226529203,0.8555840395726515
6,101,2,107,0,0,0,0.8711450140589805,0.9992172485638208,0.8612796088959863
6,101,1,137,0,0,0,0.9792996334045873,0.9990416553239244,0.9649256550663905
6,102,2,108,0,0,0,0.865947225523096,0.9991710249860573,0.8555825328885011
6,102,1,138,0,0,0,0.9817488359077887,0.9990726610865606,0.9742740809975066
6,103,1,139,0,0,0,0.9905779897067096,0.9988969715841094,0.9800864989087968
6,103,2,73,0,1,0,0.8564896224900805,0.9990741067953658,0.7723116693929558
6,104,1,140,0,0,0,0.9817488368647869,0.999072659794862,0.9742740490534328
6,104,2,74,0,1,0,0.8619403175158521,0.9992464468675261,0.8502578112224716
6,105,1,141,0,0,0,0.8647845100188416,0.9991832824573847,0.8590847274689862
6,105,2,75,0,1,0,0.8630319417605083,0.9992410621187144,0.8556864586154092
6,106,1,142,0,0,0,0.86478199997501,0.9991832902881171,0.8590822540428845
6,106,2,76,0,1,0,0.8647843429386779,0.9991832930109183,0.8590845607636275
6,107,1,143,0,0,0,0.9817489198540859,0.9990726671460787,0.9742740944063967
6,107,2,77,0,1,0,0.8711450439301236,0.9992172548917021,0.8612796791510751
6,108,1,144,0,0,0,0.99057801414842,0.998896981579575,0.9800864314258209
6,108,2,78,0,1,0,0.8210247426403169,0.9991974389234813,0.7738779858374568
6,109,2,115,0,0,0,0.8390298842612799,0.9989610492724045,0.7737988378611218
6,109,1,145,0,0,0,0.9888391180200371,0.998902284246022,0.9733463828346274
6,110,2,116,0,0,0,0.8210223037465278,0.9991974405001254,0.7738753039485736
6,110,1,146,0,0,0,0.9905782783582784,0.9988969785880499,0.9800868703155415
6,111,2,117,0,0,0,0.8741706884481031,0.9992614185568959,0.862505431371311
6,111,1,147,0,0,0,0.9842389576677937,0.9990265786238899,0.9762369367836645
6,112,2,118,0,0,0,0.8670547784560073,0.9991917504609217,0.8596863743092863
6,112,1,148,0,0,0,0.8670549569181033,0.9991917540619377,0.8596865223148389
6,113,2,119,0,0,0,0.8647859069118556,0.999183304435334,0.8590861391694181
6,113,1,149,0,0,0,0.8630312688032927,0.9992410424725001,0.8556857052175979
6,114,2,120,0,0,0,0.865946610994342,0.9991710197285562,0.855581990270149
6,114,1,150,0,0,0,0.9786839837906766,0.9991419507831601,0.970413369183001
6,115,2,121,0,0,0,0.9809122640470685,0.9991816079303116,0.9630721630629748
6,115,1,151,0,0,0,0.9905781239875293,0.9988969640821346,0.9800865860091257
6,116,2,122,0,0,0,0.8691425044947643,0.9992348710414851,0.8555160573335509
6,116,1,152,0,0,0,0.9905782619988052,0.9988969809295783,0.9800866847866254
6,117,2,123,0,0,0,0.8691414174223423,0.9992348661685693,0.855514941357942
6,117,1,153,0,0,0,0.981748723495406,0.9990726602319396,0.9742739517821248
6,118,2,124,0,0,0,0.9809121667654516,0.9991816148824337,0.963071898957962
6,118,1,154,0,0,0,0.8647830737249059,0.99918328364432,0.8590833262281982
6,119,2,125,0,0,0,0.9829098024569962,0.9991358054193924,0.9711358675380858
6,119,1,155,0,0,0,0.8647861273241162,0.9991832843541281,0.8590863507439037
6,120,2,126,0,0,0,0.9829098209854047,0.9991358081841082,0.9711358440312623
6,120,1,156,0,0,0,0.9817488545517986,0.999072669495546,0.9742740989345423
6,121,2,127,0,0,0,0.8670557607002767,0.9991917550065823,0.8596872671319818
6,121,1,157,0,0,0,0.9842389185355642,0.9990265758849385,0.9762371487478807
6,122,2,128,0,0,0,0.8741704583133715,0.9992614437563736,0.8625052751633087
6,122,1,158,0,0,0,0.9817486706495729,0.9990726758858016,0.9742738650234125
6,123,2,129,0,0,0,0.82102250971514,0.9991974381577979,0.773875608568558
6,123,1,159,0,0,0,0.9792997062378099,0.9990416685260304,0.9649258852697162
6,124,2,130,0,0,0,0.8390308329758636,0.9989610511105342,0.7737994169921462
6,124,1,160,0,0,0,0.865945198382192,0.9991710060532104,0.8555805960310569
6,125,2,131,0,0,0,0.8659476006901751,0.9991710315354738,0.8555829717431034
6,125,1,161,0,0,0,0.871146755897228,0.9992172496066134,0.8612812906732993
6,126,2,132,0,0,0,0.8647865749015612,0.9991833021533079,0.8590868216571381
6,126,1,162,0,0,0,0.982909888310176,0.9991358105912704,0.9711359309059978
6,127,2,133,0,0,0,0.867054145366172,0.9991917518669061,0.859685670231168
6,127,1,163,0,0,0,0.8670558011950318,0.9991917553359241,0.8596872858328857
6,128,2,134,0,0,0,0.8647846039657071,0.999183285779726,0.859084804754462
6,128,1,164,0,0,0,0.8647833589863526,0.9991832862342249,0.8590835640125064
6,129,2,135,0,0,0,0.8659487446184678,0.9991710208131008,0.8555842062083935
6,129,1,165,0,0,0,0.865944986899406,0.9991710228505173,0.8555803759038535
6,130,2,136,0,0,0,0.8390312841401694,0.9989610470919228,0.7738007239204365
6,130,1,166,0,0,0,0.8390296602618359,0.998961049564941,0.7737992243980751
6,131,2,137,0,0,0,0.8210224213354977,0.9991974344110638,0.7738758316604891
6,131,1,167,0,0,0,0.8210235276075487,0.9991974391624506,0.7738769107174795
6,132,2,138,0,0,0,0.8741685778724712,0.9992614217695548,0.862503358996731
6,132,1,168,0,0,0,0.8741726075253888,0.9992614227602199,0.8625073544660087
6,133,2,139,0,0,0,0.9809122123379679,0.9991816158455802,0.963072144649599
6,133,1,169,0,0,0,0.8630323074166736,0.9992410587029316,0.8556867818895108
6,134,2,140,0,0,0,0.9829098758210465,0.9991358238773307,0.9711359740058438
6,134,1,170,0,0,0,0.864783595156927,0.9991833034784015,0.8590838665984787
6,135,2,141,0,0,0,0.9829097391464118,0.9991358145318692,0.9711357800009925
6,135,1,171,0,0,0,0.8711455198222676,0.9992172419864374,0.8612800740459213
6,136,2,142,0,0,0,0.9809125635098407,0.9991816007434853,0.9630721529462868
6,136,1,172,0,0,0,0.8210229054724866,0.9991974378137571,0.7738758686408299
6,137,2,143,0,0,0,0.8691424624200698,0.9992348683568554,0.85551607064029
6,137,1,173,0,0,0,0.8564928439282216,0.9990740932164016,0.7723145083853671
6,138,2,144,0,0,0,0.8691422762409673,0.9992348647441242,0.8555159410403407
6,138,1,174,0,0,0,0.861940431798848,0.9992464490068664,0.8502580975279279
6,139,1,175,0,0,0,0.9786839467848975,0.999141936917277,0.9704134816218759
6,139,2,109,0,1,0,0.8390322451830243,0.9989610468417432,0.7738004969118354
6,140,1,176,0,0,0,0.981748902250627,0.9990726625268856,0.9742741367450304
6,140,2,110,0,1,0,0.8659477058996712,0.999171018796358,0.8555831517660678
6,141,1,177,0,0,0,0.9829098550138563,0.9991358229170255,0.9711359435766628
6,141,2,111,0,1,0,0.8647846897329989,0.9991833053869672,0.859084944442021
6,142,1,178,0,0,0,0.8741730444478139,0.9992614366353589,0.8625077949658287
6,142,2,112,0,1,0,0.8670551005626682,0.9991917591005236,0.8596866732076033
6,143,1,179,0,0,0,0.8619393285494455,0.9992464407893281,0.8502569096472096
6,143,2,113,0,1,0,0.8741691510841986,0.9992614201027831,0.8625039409056923
6,144,1,180,0,0,0,0.9734243208339085,0.9991138378239456,0.9587031681013083
6,144,2,114,0,1,0,0.8210233901485753,0.9991974381477252,0.7738767895109252
6,145,2,151,0,0,0,0.8564904942597461,0.9990741012650088,0.7723123214944009
6,145,1,181,0,0,0,0.9860481635890905,0.9991016633608825,0.9599590651207436
6,146,2,152,0,0,0,0.8210242066078488,0.9991974427723517,0.7738781818335625
6,146,1,182,0,0,0,0.9734239754626682,0.9991138353979261,0.9587027270155645
6,147,2,153,0,0,0,0.8711465298314806,0.999217242282915,0.8612810333210883
6,147,1,183,0,0,0,0.9792995400827186,0.9990416736585914,0.9649256527202229
6,148,2,154,0,0,0,0.8647846930621964,0.9991832843558358,0.8590849148325849
6,148,1,184,0,0,0,0.980912349191989,0.9991816078690184,0.9630720964728312
6,149,2,155,0,0,0,0.863033706406608,0.999241060848718,0.8556881638651295
6,149,1,185,0,0,0,0.8664983913823231,0.9993555501683126,0.8495480268334015
6,150,2,156,0,0,0,0.8619408546736241,0.9992464457240978,0.8502584932790492
6,150,1,186,0,0,0,0.8602204418394047,0.9993001385583393,0.8444399229741979
6,151,2,157,0,0,0,0.9792993429975854,0.9990416661885025,0.9649254875496104
6,151,1,187,0,0,0,0.9734241815992593,0.9991138027795741,0.9587029601803114
6,152,2,158,0,0,0,0.8659459017595247,0.9991710166690998,0.8555812762424816
6,152,1,188,0,0,0,0.9786839448347041,0.999141951215753,0.9704134269916066
6,153,2,159,0,0,0,0.8711466264852576,0.999217252022355,0.8612811906768173
6,153,1,189,0,0,0,0.9817487978265707,0.9990726600201442,0.9742740215314412
6,154,2,160,0,0,0,0.9829098865552709,0.9991358252445522,0.9711360488426439
6,154,1,190,0,0,0,0.9829097437300404,0.999135814883497,0.9711357689792782
6,155,2,161,0,0,0,0.9842387826706059,0.9990265621332294,0.9762367900434484
6,155,1,191,0,0,0,0.8741686151483256,0.9992614409137351,0.8625034657763996
6,156,2,162,0,0,0,0.9817488359263946,0.9990726749567822,0.9742740669932973
6,156,1,192,0,0,0,0.8619410637440352,0.999246446932263,0.8502587885993159
6,157,2,163,0,0,0,0.9842388585275591,0.9990265644736385,0.9762370034900447
6,157,1,193,0,0,0,0.9792993641570036,0.9990416642932859,0.9649255091965891
6,158,2,164,0,0,0,0.9829098335316853,0.9991358232473313,0.9711359316729298
6,158,1,194,0,0,0,0.9817488181963816,0.9990726604991491,0.9742740000801046
6,159,2,165,0,0,0,0.8711436643405115,0.9992172419742171,0.8612782393780742
6,159,1,195,0,0,0,0.9842389095839549,0.9990265698062691,0.9762369049797668
6,160,2,166,0,0,0,0.8659450576081118,0.9991710089658999,0.8555804798644908
6,160,1,196,0,0,0,0.982909830540676,0.9991358272658121,0.9711359247666081
6,161,2,167,0,0,0,0.9792997224293636,0.9990416594212324,0.9649258950891056
6,161,1,197,0,0,0,0.8711436237785135,0.999217247723316,0.8612781801326507
6,162,2,168,0,0,0,0.9817489415921132,0.9990726699210113,0.9742741803784336
6,162,1,198,0,0,0,0.8659453847860198,0.999171016902633,0.85558080913534
6,163,2,169,0,0,0,0.8630332266192923,0.999241055318093,0.8556877714576878
6,163,1,199,0,0,0,0.9809123400461038,0.9991816085484543,0.9630719600304956
6,164,2,170,0,0,0,0.8647842890419689,0.9991833032831828,0.8590845141720703
6,164,1,200,0,0,0,0.9829098919881185,0.9991358077118414,0.9711359546671626
6,165,2,171,0,0,0,0.8711449583347736,0.9992172414901536,0.8612795039972357
6,165,1,201,0,0,0,0.9829098188153034,0.9991358050992015,0.9711358571307744
6,166,2,172,0,0,0,0.8210242145725005,0.9991974354937155,0.7738776539253954
6,166,1,202,0,0,0,0.9809121771214845,0.999181609103277,0.9630719944240747
6,167,2,173,0,0,0,0.8564897390667563,0.9990741063570148,0.7723116299906445
6,167,1,203,0,0,0,0.8691424119993774,0.9992348651051243,0.8555160633350319
6,168,2,174,0,0,0,0.8619388160845957,0.9992464472445358,0.8502564060309173
6,168,1,204,0,0,0,0.8691437835975604,0.9992348660367082,0.8555174021674792
6,169,2,175,0,0,0,0.8664970083723389,0.999355551570419,0.8495465539988799
6,169,1,205,0,0,0,0.8664972654065293,0.999355545214026,0.8495469338719139
6,170,2,176,0,0,0,0.8741702239297358,0.9992614180083289,0.8625049879742794
6,170,1,206,0,0,0,0.874170970671958,0.9992614185264728,0.8625057563048097
6,171,2,177,0,0,0,0.8711455312953065,0.9992172546443584,0.8612800615573082
6,171,1,207,0,0,0,0.8711446962509166,0.9992172538095121,0.8612793370939323
