x_A,z_A,delta_n_e_A3
1.3194444444,1.8750000000,-3.219198926800e-07
1.3888888889,1.8750000000,-3.667054390130e-07
1.4583333333,1.8750000000,-3.959597688980e-07
1.5277777778,1.8750000000,-4.175534974560e-07
1.5972222222,1.8750000000,-4.541361312770e-07
1.6666666667,1.8750000000,-5.292557510740e-07
1.7361111111,1.8750000000,-6.556806087550e-07
1.8055555556,1.8750000000,-8.360590134400e-07
1.8750000000,1.8750000000,-1.070410349620e-06
1.9444444444,1.8750000000,-1.357874688150e-06
2.0138888889,1.8750000000,-1.689681362860e-06
2.0833333333,1.8750000000,-2.043526159700e-06
2.1527777778,1.8750000000,-2.390032655490e-06
2.2222222222,1.8750000000,-2.709706524220e-06
2.2916666667,1.8750000000,-3.008195331730e-06
2.3611111111,1.8750000000,-3.319193498650e-06
2.4305555556,1.8750000000,-3.694096903280e-06
2.5000000000,1.8750000000,-4.185126400790e-06
2.5694444444,1.8750000000,-4.829663338440e-06
2.6388888889,1.8750000000,-5.641087355750e-06
2.7083333333,1.8750000000,-6.608899549800e-06
2.7777777778,1.8750000000,-7.708093302400e-06
2.8472222222,1.8750000000,-8.913845227200e-06
2.9166666667,1.8750000000,-1.021466079180e-05
2.9861111111,1.8750000000,-1.161787566590e-05
3.0555555556,1.8750000000,-1.314561778440e-05
3.1250000000,1.8750000000,-1.482393731810e-05
3.1944444444,1.8750000000,-1.667047889830e-05
3.2638888889,1.8750000000,-1.868675139890e-05
3.3333333333,1.8750000000,-2.086007678410e-05
3.4027777778,1.8750000000,-2.317674719840e-05
3.4722222222,1.8750000000,-2.564135379230e-05
3.5416666667,1.8750000000,-2.829068727700e-05
3.6111111111,1.8750000000,-3.118992398410e-05
3.6805555556,1.8750000000,-3.440748734860e-05
3.7500000000,1.8750000000,-3.797904284540e-05
3.8194444444,1.8750000000,-4.188043086340e-05
3.8888888889,1.8750000000,-4.602586060960e-05
3.9583333333,1.8750000000,-5.029305770250e-05
4.0277777778,1.8750000000,-5.456191564550e-05
4.0972222222,1.8750000000,-5.874775625510e-05
4.1666666667,1.8750000000,-6.281580429750e-05
4.2361111111,1.8750000000,-6.677323692350e-05
4.3055555556,1.8750000000,-7.064293792960e-05
4.3750000000,1.8750000000,-7.442836602250e-05
4.4444444444,1.8750000000,-7.808348954260e-05
4.5138888889,1.8750000000,-8.150344845330e-05
4.5833333333,1.8750000000,-8.454530509620e-05
4.6527777778,1.8750000000,-8.707328981320e-05
4.7222222222,1.8750000000,-8.900762996590e-05
4.7916666667,1.8750000000,-9.035183724940e-05
4.8611111111,1.8750000000,-9.118424876070e-05
4.9305555556,1.8750000000,-9.161830637200e-05
5.0000000000,1.8750000000,-9.175050324400e-05
5.0694444444,1.8750000000,-9.161831031600e-05
5.1388888889,1.8750000000,-9.118425595770e-05
5.2083333333,1.8750000000,-9.035184647780e-05
5.2777777778,1.8750000000,-8.900763982530e-05
5.3472222222,1.8750000000,-8.707329904020e-05
5.4166666667,1.8750000000,-8.454531281650e-05
5.4861111111,1.8750000000,-8.150345432760e-05
5.5555555556,1.8750000000,-7.808349367200e-05
5.6250000000,1.8750000000,-7.442836880400e-05
5.6944444444,1.8750000000,-7.064293982950e-05
5.7638888889,1.8750000000,-6.677323829890e-05
5.8333333333,1.8750000000,-6.281580531470e-05
5.9027777778,1.8750000000,-5.874775690320e-05
5.9722222222,1.8750000000,-5.456191583200e-05
6.0416666667,1.8750000000,-5.029305736720e-05
6.1111111111,1.8750000000,-4.602585979660e-05
6.1805555556,1.8750000000,-4.188042973290e-05
6.2500000000,1.8750000000,-3.797904161750e-05
6.3194444444,1.8750000000,-3.440748622230e-05
6.3888888889,1.8750000000,-3.118992306230e-05
6.4583333333,1.8750000000,-2.829068654250e-05
6.5277777778,1.8750000000,-2.564135313960e-05
6.5972222222,1.8750000000,-2.317674649390e-05
6.6666666667,1.8750000000,-2.086007594110e-05
6.7361111111,1.8750000000,-1.868675041830e-05
6.8055555556,1.8750000000,-1.667047786650e-05
6.8750000000,1.8750000000,-1.482393635980e-05
6.9444444444,1.8750000000,-1.314561700230e-05
7.0138888889,1.8750000000,-1.161787509830e-05
7.0833333333,1.8750000000,-1.021466039470e-05
7.1527777778,1.8750000000,-8.913844902800e-06
7.2222222222,1.8750000000,-7.708092948500e-06
7.2916666667,1.8750000000,-6.608899110100e-06
7.3611111111,1.8750000000,-5.641086843750e-06
7.4305555556,1.8750000000,-4.829662827510e-06
7.5000000000,1.8750000000,-4.185125985130e-06
7.5694444444,1.8750000000,-3.694096650880e-06
7.6388888889,1.8750000000,-3.319193418570e-06
7.7083333333,1.8750000000,-3.008195372510e-06
7.7777777778,1.8750000000,-2.709706601100e-06
7.8472222222,1.8750000000,-2.390032692220e-06
7.9166666667,1.8750000000,-2.043526123990e-06
7.9861111111,1.8750000000,-1.689681277900e-06
8.0555555556,1.8750000000,-1.357874617630e-06
8.1250000000,1.8750000000,-1.070410363090e-06
8.1944444444,1.8750000000,-8.360591500700e-07
8.2638888889,1.8750000000,-6.556808572400e-07
8.3333333333,1.8750000000,-5.292560543930e-07
8.4027777778,1.8750000000,-4.541364145780e-07
8.4722222222,1.8750000000,-4.175537039010e-07
8.5416666667,1.8750000000,-3.959598861310e-07
8.6111111111,1.8750000000,-3.667055031070e-07
8.6805555556,1.8750000000,-3.219199682940e-07
8.7500000000,1.8750000000,-2.700669710610e-07
8.8194444444,1.8750000000,-2.238017480650e-07
8.8888888889,1.8750000000,-1.876115073990e-07
8.9583333333,1.8750000000,-1.573608925260e-07
9.0277777778,1.8750000000,-1.289631410270e-07
9.0972222222,1.8750000000,-1.039355667310e-07
9.1666666667,1.8750000000,-8.606848224400e-08
9.2361111111,1.8750000000,-7.555445605020e-08
9.3055555556,1.8750000000,-6.880172280380e-08
9.3750000000,1.8750000000,-6.311303388110e-08
9.4444444444,1.8750000000,-5.896370503830e-08
9.5138888889,1.8750000000,-5.707668176800e-08
9.5833333333,1.8750000000,-5.548770764000e-08
9.6527777778,1.8750000000,-5.169169716400e-08
9.7222222222,1.8750000000,-4.713201071160e-08
9.7916666667,1.8750000000,-4.704333320690e-08
9.8611111111,1.8750000000,-5.436234110419e-08
9.9305555556,1.8750000000,-6.477645965180e-08
0.0000000000,1.9444444444,-7.934076127833e-08
0.0694444444,1.9444444444,-7.496386454079e-08
0.1388888889,1.9444444444,-6.538163563600e-08
0.2083333333,1.9444444444,-5.768363743310e-08
0.2777777778,1.9444444444,-5.581987651600e-08
0.3472222222,1.9444444444,-5.801714760700e-08
0.4166666667,1.9444444444,-6.034264172200e-08
0.4861111111,1.9444444444,-6.144894863200e-08
0.5555555556,1.9444444444,-6.314657903290e-08
0.6250000000,1.9444444444,-6.745978650110e-08
0.6944444444,1.9444444444,-7.495060381960e-08
0.7638888889,1.9444444444,-8.617826422310e-08
0.8333333333,1.9444444444,-1.029979461540e-07
0.9027777778,1.9444444444,-1.267976431780e-07
0.9722222222,1.9444444444,-1.561385741860e-07
1.0416666667,1.9444444444,-1.881481780840e-07
1.1111111111,1.9444444444,-2.226186112000e-07
1.1805555556,1.9444444444,-2.626137503680e-07
1.2500000000,1.9444444444,-3.091856818200e-07
1.3194444444,1.9444444444,-3.568153083640e-07
1.3888888889,1.9444444444,-3.976129464120e-07
1.4583333333,1.9444444444,-4.320659982650e-07
1.5277777778,1.9444444444,-4.745098049840e-07
1.5972222222,1.9444444444,-5.460053675090e-07
1.6666666667,1.9444444444,-6.617216532560e-07
1.7361111111,1.9444444444,-8.262572712900e-07
1.8055555556,1.9444444444,-1.040034432050e-06
1.8750000000,1.9444444444,-1.305743105230e-06
1.9444444444,1.9444444444,-1.624013048700e-06
2.0138888889,1.9444444444,-1.982281140150e-06
2.0833333333,1.9444444444,-2.351987183880e-06
2.1527777778,1.9444444444,-2.702797472870e-06
2.2222222222,1.9444444444,-3.025447372810e-06
2.2916666667,1.9444444444,-3.345613976000e-06
2.3611111111,1.9444444444,-3.718547785850e-06
2.4305555556,1.9444444444,-4.208956884460e-06
2.5000000000,1.9444444444,-4.868817223860e-06
2.5694444444,1.9444444444,-5.723223249170e-06
2.6388888889,1.9444444444,-6.767451666500e-06
2.7083333333,1.9444444444,-7.973881073000e-06
2.7777777778,1.9444444444,-9.305933345400e-06
2.8472222222,1.9444444444,-1.073499004710e-05
2.9166666667,1.9444444444,-1.225456199570e-05
2.9861111111,1.9444444444,-1.388596166680e-05
3.0555555556,1.9444444444,-1.567282841520e-05
3.1250000000,1.9444444444,-1.766669023180e-05
3.1944444444,1.9444444444,-1.990957176170e-05
3.2638888889,1.9444444444,-2.242101904200e-05
3.3333333333,1.9444444444,-2.519585107480e-05
3.4027777778,1.9444444444,-2.821528372780e-05
3.4722222222,1.9444444444,-3.146736651280e-05
3.5416666667,1.9444444444,-3.496509901460e-05
3.6111111111,1.9444444444,-3.874828475860e-05
3.6805555556,1.9444444444,-4.286340009610e-05
3.7500000000,1.9444444444,-4.733123428510e-05
3.8194444444,1.9444444444,-5.212261334180e-05
3.8888888889,1.9444444444,-5.715791869880e-05
3.9583333333,1.9444444444,-6.232955707200e-05
4.0277777778,1.9444444444,-6.753246945860e-05
4.0972222222,1.9444444444,-7.268687959210e-05
4.1666666667,1.9444444444,-7.774632575360e-05
4.2361111111,1.9444444444,-8.269152200390e-05
4.3055555556,1.9444444444,-8.751235213790e-05
4.3750000000,1.9444444444,-9.218188160700e-05
4.4444444444,1.9444444444,-9.663229799800e-05
4.5138888889,1.9444444444,-1.007478605280e-04
4.5833333333,1.9444444444,-1.043849535720e-04
4.6527777778,1.9444444444,-1.074138333300e-04
4.7222222222,1.9444444444,-1.097618508690e-04
4.7916666667,1.9444444444,-1.114355915890e-04
4.8611111111,1.9444444444,-1.125106846740e-04
4.9305555556,1.9444444444,-1.130943141460e-04
5.0000000000,1.9444444444,-1.132771367390e-04
5.0694444444,1.9444444444,-1.130943160300e-04
5.1388888889,1.9444444444,-1.125106880860e-04
5.2083333333,1.9444444444,-1.114355959020e-04
5.2777777778,1.9444444444,-1.097618553630e-04
5.3472222222,1.9444444444,-1.074138373380e-04
5.4166666667,1.9444444444,-1.043849566930e-04
5.4861111111,1.9444444444,-1.007478626000e-04
5.5555555556,1.9444444444,-9.663229912000e-05
5.6250000000,1.9444444444,-9.218188201100e-05
5.6944444444,1.9444444444,-8.751235211850e-05
5.7638888889,1.9444444444,-8.269152175470e-05
5.8333333333,1.9444444444,-7.774632537270e-05
5.9027777778,1.9444444444,-7.268687907150e-05
5.9722222222,1.9444444444,-6.753246874390e-05
6.0416666667,1.9444444444,-6.232955612030e-05
6.1111111111,1.9444444444,-5.715791752470e-05
6.1805555556,1.9444444444,-5.212261202430e-05
6.2500000000,1.9444444444,-4.733123293910e-05
6.3194444444,1.9444444444,-4.286339882680e-05
6.3888888889,1.9444444444,-3.874828362060e-05
6.4583333333,1.9444444444,-3.496509800050e-05
6.5277777778,1.9444444444,-3.146736556250e-05
6.5972222222,1.9444444444,-2.821528277020e-05
6.6666666667,1.9444444444,-2.519585006260e-05
6.7361111111,1.9444444444,-2.242101797520e-05
6.8055555556,1.9444444444,-1.990957069130e-05
6.8750000000,1.9444444444,-1.766668922860e-05
6.9444444444,1.9444444444,-1.567282753990e-05
7.0138888889,1.9444444444,-1.388596094320e-05
7.0833333333,1.9444444444,-1.225456140170e-05
7.1527777778,1.9444444444,-1.073498953090e-05
7.2222222222,1.9444444444,-9.305932849200e-06
7.2916666667,1.9444444444,-7.973880562600e-06
7.3611111111,1.9444444444,-6.767451145200e-06
7.4305555556,1.9444444444,-5.723222754100e-06
7.5000000000,1.9444444444,-4.868816805190e-06
7.5694444444,1.9444444444,-4.208956579650e-06
7.6388888889,1.9444444444,-3.718547601100e-06
7.7083333333,1.9444444444,-3.345613884090e-06
7.7777777778,1.9444444444,-3.025447327560e-06
7.8472222222,1.9444444444,-2.702797432070e-06
7.9166666667,1.9444444444,-2.351987128770e-06
7.9861111111,1.9444444444,-1.982281081810e-06
8.0555555556,1.9444444444,-1.624013019390e-06
8.1250000000,1.9444444444,-1.305743139560e-06
8.1944444444,1.9444444444,-1.040034547800e-06
8.2638888889,1.9444444444,-8.262574586400e-07
8.3333333333,1.9444444444,-6.617218782890e-07
8.4027777778,1.9444444444,-5.460055878130e-07
8.4722222222,1.9444444444,-4.745099889880e-07
8.5416666667,1.9444444444,-4.320661389810e-07
8.6111111111,1.9444444444,-3.976130628350e-07
8.6805555556,1.9444444444,-3.568154344070e-07
8.7500000000,1.9444444444,-3.091858485320e-07
8.8194444444,1.9444444444,-2.626139699160e-07
8.8888888889,1.9444444444,-2.226188701050e-07
8.9583333333,1.9444444444,-1.881484426820e-07
9.0277777778,1.9444444444,-1.561388060580e-07
9.0972222222,1.9444444444,-1.267978174180e-07
9.1666666667,1.9444444444,-1.029980632030e-07
9.2361111111,1.9444444444,-8.617834847260e-08
9.3055555556,1.9444444444,-7.495069053430e-08
9.3750000000,1.9444444444,-6.745990332680e-08
9.4444444444,1.9444444444,-6.314673215550e-08
9.5138888889,1.9444444444,-6.144911993130e-08
9.5833333333,1.9444444444,-6.034279774300e-08
9.6527777778,1.9444444444,-5.801725562900e-08
9.7222222222,1.9444444444,-5.581992025800e-08
9.7916666667,1.9444444444,-5.768362498500e-08
9.8611111111,1.9444444444,-6.538159586758e-08
9.9305555556,1.9444444444,-7.496383272340e-08
0.0000000000,2.0138888889,-7.470143085052e-08
0.0694444444,2.0138888889,-7.233122464645e-08
0.1388888889,2.0138888889,-6.720708002900e-08
0.2083333333,2.0138888889,-6.329536495790e-08
0.2777777778,2.0138888889,-6.278419090700e-08
0.3472222222,2.0138888889,-6.462455498000e-08
0.4166666667,2.0138888889,-6.660317013800e-08
0.4861111111,2.0138888889,-6.818790697500e-08
0.5555555556,2.0138888889,-7.100352011260e-08
0.6250000000,2.0138888889,-7.711548002390e-08
0.6944444444,2.0138888889,-8.776971192090e-08
0.7638888889,2.0138888889,-1.037960123610e-07
0.8333333333,2.0138888889,-1.260800462860e-07
0.9027777778,2.0138888889,-1.546928152170e-07
0.9722222222,2.0138888889,-1.880354366830e-07
1.0416666667,2.0138888889,-2.240042798400e-07
1.1111111111,2.0138888889,-2.620787450730e-07
1.1805555556,2.0138888889,-3.031021558790e-07
1.2500000000,2.0138888889,-3.466011464990e-07
1.3194444444,2.0138888889,-3.900868780440e-07
1.3888888889,2.0138888889,-4.334544504720e-07
1.4583333333,2.0138888889,-4.844969994290e-07
1.5277777778,2.0138888889,-5.581558928060e-07
1.5972222222,2.0138888889,-6.686198443100e-07
1.6666666667,2.0138888889,-8.225220655400e-07
1.7361111111,2.0138888889,-1.020777903920e-06
1.8055555556,2.0138888889,-1.265523772620e-06
1.8750000000,2.0138888889,-1.561084139870e-06
1.9444444444,2.0138888889,-1.904841370090e-06
2.0138888889,2.0138888889,-2.278135544470e-06
2.0833333333,2.0138888889,-2.651329539310e-06
2.1527777778,2.0138888889,-3.004535232090e-06
2.2222222222,2.0138888889,-3.349173263110e-06
2.2916666667,2.0138888889,-3.732865738190e-06
2.3611111111,2.0138888889,-4.223497402610e-06
2.4305555556,2.0138888889,-4.883824878210e-06
2.5000000000,2.0138888889,-5.751948272620e-06
2.5694444444,2.0138888889,-6.834948254600e-06
2.6388888889,2.0138888889,-8.113415348700e-06
2.7083333333,2.0138888889,-9.551790249100e-06
2.7777777778,2.0138888889,-1.111213888470e-05
2.8472222222,2.0138888889,-1.277050212190e-05
2.9166666667,2.0138888889,-1.453213166730e-05
2.9861111111,2.0138888889,-1.643850437930e-05
3.0555555556,2.0138888889,-1.856051041650e-05
3.1250000000,2.0138888889,-2.097899717610e-05
3.1944444444,2.0138888889,-2.376067242340e-05
3.2638888889,2.0138888889,-2.693940857720e-05
3.3333333333,2.0138888889,-3.051035017300e-05
3.4027777778,2.0138888889,-3.443952923010e-05
3.4722222222,2.0138888889,-3.868567417580e-05
3.5416666667,2.0138888889,-4.322373267670e-05
3.6111111111,2.0138888889,-4.805568569430e-05
3.6805555556,2.0138888889,-5.320015102710e-05
3.7500000000,2.0138888889,-5.866725096720e-05
3.8194444444,2.0138888889,-6.443699425680e-05
3.8888888889,2.0138888889,-7.045578698260e-05
3.9583333333,2.0138888889,-7.664968041550e-05
4.0277777778,2.0138888889,-8.294102181690e-05
4.0972222222,2.0138888889,-8.925803871700e-05
4.1666666667,2.0138888889,-9.553731396600e-05
4.2361111111,2.0138888889,-1.017228377810e-04
4.3055555556,2.0138888889,-1.077604009400e-04
4.3750000000,2.0138888889,-1.135840818560e-04
4.4444444444,2.0138888889,-1.190996109730e-04
4.5138888889,2.0138888889,-1.241787399800e-04
4.5833333333,2.0138888889,-1.286759189820e-04
4.6527777778,2.0138888889,-1.324633479850e-04
4.7222222222,2.0138888889,-1.354665402460e-04
4.7916666667,2.0138888889,-1.376815601170e-04
4.8611111111,2.0138888889,-1.391655841050e-04
4.9305555556,2.0138888889,-1.400051652270e-04
5.0000000000,2.0138888889,-1.402752385370e-04
5.0694444444,2.0138888889,-1.400051639720e-04
5.1388888889,2.0138888889,-1.391655817690e-04
5.2083333333,2.0138888889,-1.376815569850e-04
5.2777777778,2.0138888889,-1.354665366790e-04
5.3472222222,2.0138888889,-1.324633443060e-04
5.4166666667,2.0138888889,-1.286759154250e-04
5.4861111111,2.0138888889,-1.241787366920e-04
5.5555555556,2.0138888889,-1.190996079920e-04
5.6250000000,2.0138888889,-1.135840791300e-04
5.6944444444,2.0138888889,-1.077603984310e-04
5.7638888889,2.0138888889,-1.017228354420e-04
5.8333333333,2.0138888889,-9.553731176400e-05
5.9027777778,2.0138888889,-8.925803667300e-05
5.9722222222,2.0138888889,-8.294101993190e-05
6.0416666667,2.0138888889,-7.664967869540e-05
6.1111111111,2.0138888889,-7.045578540780e-05
6.1805555556,2.0138888889,-6.443699278620e-05
6.2500000000,2.0138888889,-5.866724955390e-05
6.3194444444,2.0138888889,-5.320014963320e-05
6.3888888889,2.0138888889,-4.805568430260e-05
6.4583333333,2.0138888889,-4.322373129310e-05
6.5277777778,2.0138888889,-3.868567282550e-05
6.5972222222,2.0138888889,-3.443952794200e-05
6.6666666667,2.0138888889,-3.051034896500e-05
6.7361111111,2.0138888889,-2.693940745230e-05
6.8055555556,2.0138888889,-2.376067137000e-05
6.8750000000,2.0138888889,-2.097899617580e-05
6.9444444444,2.0138888889,-1.856050945850e-05
7.0138888889,2.0138888889,-1.643850346310e-05
7.0833333333,2.0138888889,-1.453213080840e-05
7.1527777778,2.0138888889,-1.277050133900e-05
7.2222222222,2.0138888889,-1.111213819650e-05
7.2916666667,2.0138888889,-9.551789660800e-06
7.3611111111,2.0138888889,-8.113414850000e-06
7.4305555556,2.0138888889,-6.834947825500e-06
7.5000000000,2.0138888889,-5.751947890950e-06
7.5694444444,2.0138888889,-4.883824529960e-06
7.6388888889,2.0138888889,-4.223497087140e-06
7.7083333333,2.0138888889,-3.732865466520e-06
7.7777777778,2.0138888889,-3.349173051620e-06
7.8472222222,2.0138888889,-3.004535093550e-06
7.9166666667,2.0138888889,-2.651329476290e-06
7.9861111111,2.0138888889,-2.278135547140e-06
8.0555555556,2.0138888889,-1.904841419520e-06
8.1250000000,2.0138888889,-1.561084215330e-06
8.1944444444,2.0138888889,-1.265523858980e-06
8.2638888889,2.0138888889,-1.020777996400e-06
8.3333333333,2.0138888889,-8.225221690600e-07
8.4027777778,2.0138888889,-6.686199690600e-07
8.4722222222,2.0138888889,-5.581560472920e-07
8.5416666667,2.0138888889,-4.844971843890e-07
8.6111111111,2.0138888889,-4.334546568500e-07
8.6805555556,2.0138888889,-3.900870900480e-07
8.7500000000,2.0138888889,-3.466013485690e-07
8.8194444444,2.0138888889,-3.031023397120e-07
8.8888888889,2.0138888889,-2.620789127530e-07
8.9583333333,2.0138888889,-2.240044410570e-07
9.0277777778,2.0138888889,-1.880356022730e-07
9.0972222222,2.0138888889,-1.546929907300e-07
9.1666666667,2.0138888889,-1.260802290370e-07
9.2361111111,2.0138888889,-1.037961921040e-07
9.3055555556,2.0138888889,-8.776987540540e-08
9.3750000000,2.0138888889,-7.711561653480e-08
9.4444444444,2.0138888889,-7.100362631100e-08
9.5138888889,2.0138888889,-6.818798840130e-08
9.5833333333,2.0138888889,-6.660323828300e-08
9.6527777778,2.0138888889,-6.462462106900e-08
9.7222222222,2.0138888889,-6.278425981400e-08
9.7916666667,2.0138888889,-6.329543258410e-08
9.8611111111,2.0138888889,-6.720713568770e-08
9.9305555556,2.0138888889,-7.233125629440e-08
0.0000000000,2.0833333333,-6.116613968648e-08
0.0694444444,2.0833333333,-6.111157258430e-08
0.1388888889,2.0833333333,-6.143781788650e-08
0.2083333333,2.0833333333,-6.300573597380e-08
0.2777777778,2.0833333333,-6.594142738680e-08
0.3472222222,2.0833333333,-6.938302119600e-08
0.4166666667,2.0833333333,-7.249321891800e-08
0.4861111111,2.0833333333,-7.566939377110e-08
0.5555555556,2.0833333333,-8.063352245800e-08
0.6250000000,2.0833333333,-8.942878072000e-08
0.6944444444,2.0833333333,-1.035645834690e-07
0.7638888889,2.0833333333,-1.240172551160e-07
0.8333333333,2.0833333333,-1.513640130330e-07
0.9027777778,2.0833333333,-1.852305827010e-07
0.9722222222,2.0833333333,-2.236737769840e-07
1.0416666667,2.0833333333,-2.637644610230e-07
1.1111111111,2.0833333333,-3.032254024900e-07
1.1805555556,2.0833333333,-3.416027647960e-07
1.2500000000,2.0833333333,-3.804051635830e-07
1.3194444444,2.0833333333,-4.234423633080e-07
1.3888888889,2.0833333333,-4.779484974470e-07
1.4583333333,2.0833333333,-5.545195081220e-07
1.5277777778,2.0833333333,-6.638937890100e-07
1.5972222222,2.0833333333,-8.126013960600e-07
1.6666666667,2.0833333333,-1.002247727350e-06
1.7361111111,2.0833333333,-1.233487260320e-06
1.8055555556,2.0833333333,-1.509089855360e-06
1.8750000000,2.0833333333,-1.830190293690e-06
1.9444444444,2.0833333333,-2.188376251170e-06
2.0138888889,2.0833333333,-2.564214982820e-06
2.0833333333,2.0833333333,-2.939306405630e-06
2.1527777778,2.0833333333,-3.315767191270e-06
2.2222222222,2.0833333333,-3.727797086490e-06
2.2916666667,2.0833333333,-4.234863822790e-06
2.3611111111,2.0833333333,-4.900515708120e-06
2.4305555556,2.0833333333,-5.770950425770e-06
2.5000000000,2.0833333333,-6.864828923100e-06
2.5694444444,2.0833333333,-8.175201852200e-06
2.6388888889,2.0833333333,-9.677206890100e-06
2.7083333333,2.0833333333,-1.133709424190e-05
2.7777777778,2.0833333333,-1.312406102600e-05
2.8472222222,2.0833333333,-1.502712968870e-05
2.9166666667,2.0833333333,-1.707254450560e-05
2.9861111111,2.0833333333,-1.933061117630e-05
3.0555555556,2.0833333333,-2.190367306010e-05
3.1250000000,2.0833333333,-2.489836723400e-05
3.1944444444,2.0833333333,-2.839510117570e-05
3.2638888889,2.0833333333,-3.242765068610e-05
3.3333333333,2.0833333333,-3.697864848310e-05
3.4027777778,2.0833333333,-4.199061613590e-05
3.4722222222,2.0833333333,-4.738917439100e-05
3.5416666667,2.0833333333,-5.311090484490e-05
3.6111111111,2.0833333333,-5.912310593160e-05
3.6805555556,2.0833333333,-6.542429984160e-05
3.7500000000,2.0833333333,-7.202675028370e-05
3.8194444444,2.0833333333,-7.893535413440e-05
3.8888888889,2.0833333333,-8.613678807300e-05
3.9583333333,2.0833333333,-9.359937227100e-05
4.0277777778,2.0833333333,-1.012742122010e-04
4.0972222222,2.0833333333,-1.090928229100e-04
4.1666666667,2.0833333333,-1.169665882030e-04
4.2361111111,2.0833333333,-1.247931773690e-04
4.3055555556,2.0833333333,-1.324645903740e-04
4.3750000000,2.0833333333,-1.398668572810e-04
4.4444444444,2.0833333333,-1.468713380980e-04
4.5138888889,2.0833333333,-1.533304566290e-04
4.5833333333,2.0833333333,-1.590899429140e-04
4.6527777778,2.0833333333,-1.640153822100e-04
4.7222222222,2.0833333333,-1.680185764520e-04
4.7916666667,2.0833333333,-1.710696973770e-04
4.8611111111,2.0833333333,-1.731902272790e-04
4.9305555556,2.0833333333,-1.744300134290e-04
5.0000000000,2.0833333333,-1.748368080810e-04
5.0694444444,2.0833333333,-1.744300095210e-04
5.1388888889,2.0833333333,-1.731902201020e-04
5.2083333333,2.0833333333,-1.710696880210e-04
5.2777777778,2.0833333333,-1.680185661760e-04
5.3472222222,2.0833333333,-1.640153721850e-04
5.4166666667,2.0833333333,-1.590899339430e-04
5.4861111111,2.0833333333,-1.533304490830e-04
5.5555555556,2.0833333333,-1.468713319300e-04
5.6250000000,2.0833333333,-1.398668521900e-04
5.6944444444,2.0833333333,-1.324645860130e-04
5.7638888889,2.0833333333,-1.247931734480e-04
5.8333333333,2.0833333333,-1.169665846070e-04
5.9027777778,2.0833333333,-1.090928196690e-04
5.9722222222,2.0833333333,-1.012742093760e-04
6.0416666667,2.0833333333,-9.359936992800e-05
6.1111111111,2.0833333333,-8.613678617600e-05
6.1805555556,2.0833333333,-7.893535253580e-05
6.2500000000,2.0833333333,-7.202674880320e-05
6.3194444444,2.0833333333,-6.542429831960e-05
6.3888888889,2.0833333333,-5.912310429140e-05
6.4583333333,2.0833333333,-5.311090310980e-05
6.5277777778,2.0833333333,-4.738917266220e-05
6.5972222222,2.0833333333,-4.199061453120e-05
6.6666666667,2.0833333333,-3.697864708110e-05
6.7361111111,2.0833333333,-3.242764948890e-05
6.8055555556,2.0833333333,-2.839510011750e-05
6.8750000000,2.0833333333,-2.489836621890e-05
6.9444444444,2.0833333333,-2.190367201040e-05
7.0138888889,2.0833333333,-1.933061006950e-05
7.0833333333,2.0833333333,-1.707254338710e-05
7.1527777778,2.0833333333,-1.502712864460e-05
7.2222222222,2.0833333333,-1.312406014100e-05
7.2916666667,2.0833333333,-1.133709355920e-05
7.3611111111,2.0833333333,-9.677206391400e-06
7.4305555556,2.0833333333,-8.175201466800e-06
7.5000000000,2.0833333333,-6.864828565000e-06
7.5694444444,2.0833333333,-5.770950033390e-06
7.6388888889,2.0833333333,-4.900515272190e-06
7.7083333333,2.0833333333,-4.234863386670e-06
7.7777777778,2.0833333333,-3.727796721340e-06
7.8472222222,2.0833333333,-3.315766958740e-06
7.9166666667,2.0833333333,-2.939306327590e-06
7.9861111111,2.0833333333,-2.564215030770e-06
8.0555555556,2.0833333333,-2.188376360790e-06
8.1250000000,2.0833333333,-1.830190395530e-06
8.1944444444,2.0833333333,-1.509089906270e-06
8.2638888889,2.0833333333,-1.233487261130e-06
8.3333333333,2.0833333333,-1.002247718040e-06
8.4027777778,2.0833333333,-8.126014331600e-07
8.4722222222,2.0833333333,-6.638939154700e-07
8.5416666667,2.0833333333,-5.545197305900e-07
8.6111111111,2.0833333333,-4.779487816260e-07
8.6805555556,2.0833333333,-4.234426495560e-07
8.7500000000,2.0833333333,-3.804053954230e-07
8.8194444444,2.0833333333,-3.416029158760e-07
8.8888888889,2.0833333333,-3.032254884480e-07
8.9583333333,2.0833333333,-2.637645297460e-07
9.0277777778,2.0833333333,-2.236738829160e-07
9.0972222222,2.0833333333,-1.852307585740e-07
9.1666666667,2.0833333333,-1.513642534870e-07
9.2361111111,2.0833333333,-1.240175191180e-07
9.3055555556,2.0833333333,-1.035648145930e-07
9.3750000000,2.0833333333,-8.942893425800e-08
9.4444444444,2.0833333333,-8.063358683200e-08
9.5138888889,2.0833333333,-7.566939567810e-08
9.5833333333,2.0833333333,-7.249320967100e-08
9.6527777778,2.0833333333,-6.938305077100e-08
9.7222222222,2.0833333333,-6.594151919720e-08
9.7916666667,2.0833333333,-6.300587502810e-08
9.8611111111,2.0833333333,-6.143795843020e-08
9.9305555556,2.0833333333,-6.111166064340e-08
0.0000000000,2.1527777778,-4.466565613166e-08
0.0694444444,2.1527777778,-4.630984311851e-08
