# ik band kdist_A-1 k1 k2 k3 energy_eV E-Ef_eV occupation charge mx my mz
2 12 0.018741886 0.010204080 0.000000000 0.000000000 -22.893419650 -21.405319650 1.000000000 0.991000000 0.007000000 -0.017000000 0.592000000
2 13 0.018741886 0.010204080 0.000000000 0.000000000 -22.890241480 -21.402141480 1.000000000 0.991000000 -0.178000000 -0.362000000 0.028000000
2 14 0.018741886 0.010204080 0.000000000 0.000000000 -22.890155430 -21.402055430 1.000000000 0.991000000 0.164000000 0.408000000 -0.027000000
2 15 0.018741886 0.010204080 0.000000000 0.000000000 -19.342202440 -17.854102440 1.000000000 0.883000000 0.385000000 -0.401000000 0.003000000
2 16 0.018741886 0.010204080 0.000000000 0.000000000 -19.339628610 -17.851528610 1.000000000 0.884000000 -0.384000000 0.401000000 -0.002000000
2 17 0.018741886 0.010204080 0.000000000 0.000000000 -18.993533420 -17.505433420 1.000000000 0.904000000 0.277000000 -0.208000000 0.003000000
2 18 0.018741886 0.010204080 0.000000000 0.000000000 -18.993096230 -17.504996230 1.000000000 0.904000000 -0.277000000 0.208000000 -0.003000000
2 19 0.018741886 0.010204080 0.000000000 0.000000000 -18.301226830 -16.813126830 1.000000000 0.950000000 -0.152000000 0.321000000 0.000000000
2 20 0.018741886 0.010204080 0.000000000 0.000000000 -18.296909400 -16.808809400 1.000000000 0.950000000 0.147000000 -0.311000000 -0.001000000
2 21 0.018741886 0.010204080 0.000000000 0.000000000 -17.927368530 -16.439268530 1.000000000 0.978000000 0.018000000 -0.001000000 0.458000000
2 22 0.018741886 0.010204080 0.000000000 0.000000000 -17.927235920 -16.439135920 1.000000000 0.979000000 0.019000000 -0.061000000 -0.459000000
2 23 0.018741886 0.010204080 0.000000000 0.000000000 -17.911764880 -16.423664880 1.000000000 0.971000000 -0.244000000 0.562000000 0.007000000
2 24 0.018741886 0.010204080 0.000000000 0.000000000 -17.909241560 -16.421141560 1.000000000 0.972000000 0.196000000 -0.482000000 -0.006000000
2 25 0.018741886 0.010204080 0.000000000 0.000000000 -17.814301760 -16.326201760 1.000000000 0.985000000 0.008000000 -0.014000000 0.967000000
2 26 0.018741886 0.010204080 0.000000000 0.000000000 -17.814268950 -16.326168950 1.000000000 0.985000000 0.007000000 -0.015000000 -0.967000000
2 27 0.018741886 0.010204080 0.000000000 0.000000000 -15.526429940 -14.038329940 1.000000000 0.672000000 0.200000000 -0.633000000 -0.099000000
