ik,iband,path_distance_tpiba,kx_tpiba,ky_tpiba,kz_tpiba,energy_eV,Si_s_weight,Si_p_weight,projection_norm
9,6,0.3333333333333333,0.3333333333333333,0.0,0.0,10.770609168447299,0.38151048544666233,0.24274722821529723,0.6242577136619596
9,7,0.3333333333333333,0.3333333333333333,0.0,0.0,10.782018404725124,3.821061495327911e-06,0.9138098209898119,0.9138136420513072
9,8,0.3333333333333333,0.3333333333333333,0.0,0.0,10.782018476805174,1.3611590742574633e-06,0.9138144926550438,0.913815853814118
10,1,0.375,0.375,0.0,0.0,-5.071115259509852,0.7788055170485836,0.21676373942404017,0.9955692564726237
10,2,0.375,0.375,0.0,0.0,4.006148758912765,0.35549980043195806,0.6244754246300243,0.9799752250619823
10,3,0.375,0.375,0.0,0.0,4.9895969343551965,3.090962413686554e-10,0.9845306169650423,0.9845306172741385
10,4,0.375,0.375,0.0,0.0,4.989596934319379,1.0604794802423133e-10,0.9845307094187554,0.9845307095248034
10,5,0.375,0.375,0.0,0.0,7.9392245037134455,0.20619420592453086,0.7493942589551684,0.9555884648796993
10,6,0.375,0.375,0.0,0.0,10.501508968891189,0.3071322079858705,0.23191198214366496,0.5390441901295354
10,7,0.375,0.375,0.0,0.0,11.127544292326576,3.893226930409282e-09,0.9027228661342639,0.9027228700274909
10,8,0.375,0.375,0.0,0.0,11.127544295898229,1.6265346999408173e-09,0.9027226589868054,0.90272266061334
11,1,0.4166666666666666,0.4166666666666666,0.0,0.0,-4.926556577066323,0.751439696944861,0.24400386908726715,0.9954435660321281
11,2,0.4166666666666666,0.4166666666666666,0.0,0.0,3.6343059157450615,0.3808023462997948,0.6011318007923662,0.981934147092161
11,3,0.4166666666666666,0.4166666666666666,0.0,0.0,4.807347800195565,1.359217568847039e-12,0.9863747094599125,0.9863747094612717
11,4,0.4166666666666666,0.4166666666666666,0.0,0.0,4.807347800511649,6.220756659843728e-11,0.9863745683683125,0.9863745684305201
11,5,0.4166666666666666,0.4166666666666666,0.0,0.0,7.78825466808635,0.23131613489050995,0.7217466424405811,0.953062777331091
11,6,0.4166666666666666,0.4166666666666666,0.0,0.0,10.186308740386387,0.2680150145955324,0.2295501338880125,0.4975651484835449
11,7,0.4166666666666666,0.4166666666666666,0.0,0.0,11.482606152177938,1.0564208273904397e-09,0.8903871011454865,0.8903871022019073
11,8,0.4166666666666666,0.4166666666666666,0.0,0.0,11.482606150276268,1.0371183496238956e-09,0.8903852401605153,0.8903852411976337
12,1,0.4583333333333333,0.4583333333333333,0.0,0.0,-4.767329903704082,0.7263749541132377,0.26893006291625343,0.9953050170294911
12,2,0.4583333333333333,0.4583333333333333,0.0,0.0,3.258863412610069,0.40309552661445747,0.580614758943554,0.9837102855580114
12,3,0.4583333333333333,0.4583333333333333,0.0,0.0,4.634164632423636,4.350993486581495e-10,0.9879495119124937,0.9879495123475931
12,4,0.4583333333333333,0.4583333333333333,0.0,0.0,4.634164633685943,4.029760754597832e-11,0.9879485447724565,0.9879485448127542
12,5,0.4583333333333333,0.4583333333333333,0.0,0.0,7.644609774956973,0.2538994745832724,0.6963147870877867,0.9502142616710592
12,6,0.4583333333333333,0.4583333333333333,0.0,0.0,9.856455643336222,0.24975962905623222,0.2346256137516148,0.484385242807847
12,7,0.4583333333333333,0.4583333333333333,0.0,0.0,11.845476704097969,8.096534885873626e-11,0.8766776724177692,0.8766776724987345
12,8,0.4583333333333333,0.4583333333333333,0.0,0.0,11.84547670359907,5.236995306298538e-10,0.8766796619053866,0.8766796624290861
13,1,0.5,0.5,0.0,0.0,-4.593610891521349,0.7036762840757649,0.2914784788705636,0.9951547629463284
13,2,0.5,0.5,0.0,0.0,2.881150351214734,0.4228494858298741,0.56244686907609,0.9852963549059641
13,3,0.5,0.5,0.0,0.0,4.47116878638103,7.348523496032266e-11,0.9892791188535154,0.9892791189270006
13,4,0.5,0.5,0.0,0.0,4.471168785652922,9.571197338137417e-11,0.9892787073978841,0.9892787074935961
13,5,0.5,0.5,0.0,0.0,7.510409957417242,0.273851942714598,0.6731409982641255,0.9469929409787236
13,6,0.5,0.5,0.0,0.0,9.528366157418796,0.24362673734031004,0.24528561260901935,0.4889123499493294
13,7,0.5,0.5,0.0,0.0,12.214873280659015,1.5071448073889634e-10,0.861499607648613,0.8614996077993274
13,8,0.5,0.5,0.0,0.0,12.21487328048431,2.791785728379847e-10,0.861499145435085,0.8614991457142636
14,1,0.5416666666666666,0.5416666666666666,0.0,0.0,-4.40560533039839,0.6832917591292782,0.31170295567827955,0.9949947148075577
14,2,0.5416666666666666,0.5416666666666666,0.0,0.0,2.502257351872722,0.440436513992428,0.5462551973638128,0.9866917113562408
14,3,0.5416666666666666,0.5416666666666666,0.0,0.0,4.319211112950846,2.999869968177556e-10,0.9903895166444788,0.9903895169444659
14,4,0.5416666666666666,0.5416666666666666,0.0,0.0,4.3192111124019625,1.865667426534206e-10,0.9903895886102262,0.990389588796793
