time_ps,potential_eV_atom,kinetic_eV_atom,total_eV_atom,temperature_K
0.425000000000,-5.332354554677,0.045528552431,-5.286826002245,357.815596067308
0.430000000000,-5.331290846710,0.044465451124,-5.286825395585,349.460526389974
0.435000000000,-5.329529220973,0.042704721412,-5.286824499561,335.622692377035
0.440000000000,-5.327369410270,0.040544351777,-5.286825058492,318.644029376018
0.445000000000,-5.324734438048,0.037910118644,-5.286824319404,297.941203383539
0.450000000000,-5.322000761717,0.035179904387,-5.286820857330,276.484047605123
0.455000000000,-5.320415837839,0.033598073179,-5.286817764660,264.052203274196
0.460000000000,-5.321057020506,0.034238752551,-5.286818267956,269.087396770337
0.465000000000,-5.323689064852,0.036866961989,-5.286822102863,289.742881664051
0.470000000000,-5.326860271829,0.040034304991,-5.286825966839,314.635496591021
0.475000000000,-5.329097066464,0.042269969795,-5.286827096669,332.205915415208
0.480000000000,-5.329950420782,0.043125007921,-5.286825412860,338.925785923767
0.485000000000,-5.330036276139,0.043212924271,-5.286823351868,339.616733461620
0.490000000000,-5.330170253058,0.043347436226,-5.286822816832,340.673882714003
0.495000000000,-5.330635522170,0.043812009168,-5.286823513003,344.325029855120
0.500000000000,-5.331208078390,0.044383720130,-5.286824358260,348.818190476519
