distance_Ainv,E1_eV,E2_eV,E3_eV,E4_eV,E1_minus_VBM_eV,E2_minus_VBM_eV,E3_minus_VBM_eV,E4_minus_VBM_eV
2.619154300000000046e-01,-5.506210399999999616e+00,5.511705799999999655e+00,5.830756599999999956e+00,5.830777499999999947e+00,-1.189224964338431612e+01,-8.743334433843168441e-01,-5.552826433843165432e-01,-5.552617433843165529e-01
2.764662900000000034e-01,-5.482703200000000443e+00,5.418039199999999944e+00,5.774101899999999787e+00,5.774123300000000292e+00,-1.186874244338431694e+01,-9.680000433843165553e-01,-6.119373433843167120e-01,-6.119159433843162077e-01
2.910171400000000075e-01,-5.457645000000000302e+00,5.320602199999999726e+00,5.715762800000000254e+00,5.715784499999999824e+00,-1.184368424338431680e+01,-1.065437043384316773e+00,-6.702764433843162450e-01,-6.702547433843166758e-01
3.055680000000000063e-01,-5.431004899999999580e+00,5.219575500000000368e+00,5.655920400000000292e+00,5.655942200000000142e+00,-1.181704414338431519e+01,-1.166463743384316132e+00,-7.301188433843162073e-01,-7.300970433843163576e-01
3.201188600000000051e-01,-5.402753299999999648e+00,5.115143400000000007e+00,5.594757099999999816e+00,5.594778899999999666e+00,-1.178879254338431615e+01,-1.270895843384316493e+00,-7.912821433843166830e-01,-7.912603433843168332e-01
3.346697200000000039e-01,-5.372862399999999816e+00,5.007494099999999726e+00,5.532455399999999912e+00,5.532477100000000370e+00,-1.175890164338431632e+01,-1.378545143384316773e+00,-8.535838433843165873e-01,-8.535621433843161299e-01
3.492205700000000079e-01,-5.341306399999999677e+00,4.896817999999999671e+00,5.469197600000000214e+00,5.469218999999999831e+00,-1.172734564338431618e+01,-1.489221243384316828e+00,-9.168416433843162849e-01,-9.168202433843166688e-01
3.637714300000000067e-01,-5.308061600000000269e+00,4.783308199999999566e+00,5.405164300000000033e+00,5.405185300000000304e+00,-1.169410084338431588e+01,-1.602731043384316933e+00,-9.808749433843164667e-01,-9.808539433843161959e-01
3.783222900000000055e-01,-5.273107200000000105e+00,4.667159299999999789e+00,5.340534100000000173e+00,5.340554499999999649e+00,-1.165914644338431572e+01,-1.718879943384316711e+00,-1.045505143384316327e+00,-1.045484743384316850e+00
3.928731400000000096e-01,-5.236424699999999710e+00,4.548567099999999641e+00,5.275482600000000133e+00,5.275502300000000311e+00,-1.162246394338431621e+01,-1.837472143384316858e+00,-1.110556643384316367e+00,-1.110536943384316189e+00
4.074240000000000084e-01,-5.197999099999999650e+00,4.427728000000000108e+00,5.210181999999999647e+00,5.210200799999999965e+00,-1.158403834338431615e+01,-1.958311243384316391e+00,-1.175857243384316853e+00,-1.175838443384316534e+00
4.219748600000000072e-01,-5.157818400000000025e+00,4.304838600000000071e+00,5.144800100000000320e+00,5.144817899999999611e+00,-1.154385764338431741e+01,-2.081200643384316429e+00,-1.241239143384316179e+00,-1.241221343384316889e+00
4.365257200000000060e-01,-5.115873999999999810e+00,4.180094900000000280e+00,5.079500000000000348e+00,5.079516700000000107e+00,-1.150191324338431542e+01,-2.205944343384316220e+00,-1.306539243384316151e+00,-1.306522543384316393e+00
4.510765700000000100e-01,-5.072161000000000364e+00,4.053692299999999804e+00,5.014439399999999658e+00,5.014454800000000212e+00,-1.145820024338431686e+01,-2.332346943384316695e+00,-1.371599843384316841e+00,-1.371584443384316288e+00
4.656274300000000088e-01,-5.026678300000000377e+00,3.925824700000000167e+00,4.949770199999999676e+00,4.949784199999999856e+00,-1.141271754338431776e+01,-2.460214543384316332e+00,-1.436269043384316824e+00,-1.436255043384316643e+00
4.801782900000000076e-01,-4.979428500000000035e+00,3.796684099999999784e+00,4.885637799999999586e+00,4.885650300000000001e+00,-1.136546774338431653e+01,-2.589355143384316715e+00,-1.500401443384316913e+00,-1.500388943384316498e+00
4.947291400000000117e-01,-4.930418399999999757e+00,3.666460299999999783e+00,4.822180900000000214e+00,4.822191799999999695e+00,-1.131645764338431626e+01,-2.719578943384316716e+00,-1.563858343384316285e+00,-1.563847443384316804e+00
5.092799999999999550e-01,-4.879658799999999630e+00,3.535340399999999939e+00,4.759531199999999629e+00,4.759540499999999952e+00,-1.126569804338431524e+01,-2.850698843384316561e+00,-1.626508043384316871e+00,-1.626498743384316548e+00
5.238308600000000093e-01,-4.827164400000000022e+00,3.403508099999999814e+00,4.697813000000000017e+00,4.697820499999999733e+00,-1.121320364338431652e+01,-2.982531143384316685e+00,-1.688226243384316483e+00,-1.688218743384316767e+00
5.383817199999999525e-01,-4.772954499999999989e+00,3.271143599999999818e+00,4.637142700000000062e+00,4.637148400000000059e+00,-1.115899374338431649e+01,-3.114895643384316681e+00,-1.748896543384316438e+00,-1.748890843384316440e+00
5.529325699999999566e-01,-4.717052100000000081e+00,3.138422900000000126e+00,4.577628999999999948e+00,4.577632799999999946e+00,-1.110309134338431747e+01,-3.247616343384316373e+00,-1.808410243384316551e+00,-1.808406443384316553e+00
5.674834300000000109e-01,-4.659484599999999865e+00,3.005517499999999842e+00,4.519372500000000237e+00,4.519374400000000236e+00,-1.104552384338431636e+01,-3.380521743384316657e+00,-1.866666743384316263e+00,-1.866664843384316264e+00
5.820342899999999542e-01,-4.600283499999999748e+00,2.872593800000000197e+00,4.462465500000000418e+00,4.462465500000000418e+00,-1.098632274338431714e+01,-3.513445443384316302e+00,-1.923573743384316082e+00,-1.923573743384316082e+00
5.965851500000000085e-01,-4.539484100000000133e+00,2.739812999999999832e+00,4.406990200000000080e+00,4.406992100000000079e+00,-1.092552334338431663e+01,-3.646226243384316668e+00,-1.979049043384316420e+00,-1.979047143384316421e+00
6.111360000000000126e-01,-4.477125799999999600e+00,2.607330300000000101e+00,4.353024300000000402e+00,4.353028100000000400e+00,-1.086316504338431699e+01,-3.778708943384316399e+00,-2.033014943384316098e+00,-2.033011143384316100e+00
6.256868599999999558e-01,-4.413251599999999719e+00,2.475294599999999789e+00,4.300635100000000044e+00,4.300640900000000322e+00,-1.079929084338431622e+01,-3.910744643384316710e+00,-2.085404143384316455e+00,-2.085398343384316178e+00
6.402377200000000101e-01,-4.347908300000000281e+00,2.343848100000000212e+00,4.249881700000000428e+00,4.249889300000000425e+00,-1.073394754338431767e+01,-4.042191143384316732e+00,-2.136157543384316071e+00,-2.136149943384316074e+00
6.547885700000000142e-01,-4.281145900000000282e+00,2.213126100000000207e+00,4.200814900000000129e+00,4.200824299999999845e+00,-1.066718514338431589e+01,-4.172913143384316292e+00,-2.185224343384316370e+00,-2.185214943384316655e+00
6.693394299999999575e-01,-4.213017699999999977e+00,2.083256299999999950e+00,4.153477200000000202e+00,4.153488499999999917e+00,-1.059905694338431559e+01,-4.302782943384316994e+00,-2.232562043384316297e+00,-2.232550743384316583e+00
6.838902900000000118e-01,-4.143579800000000368e+00,1.954358500000000110e+00,4.107903499999999930e+00,4.107916399999999690e+00,-1.052961904338431687e+01,-4.431680743384315946e+00,-2.278135743384316569e+00,-2.278122843384316809e+00
6.984411499999999551e-01,-4.072891199999999934e+00,1.826544600000000074e+00,4.064120299999999908e+00,4.064134700000000322e+00,-1.045893044338431643e+01,-4.559494643384316426e+00,-2.321918943384316592e+00,-2.321904543384316177e+00
7.129919999999999591e-01,-4.001013099999999767e+00,1.699917600000000029e+00,4.022146700000000408e+00,4.022162699999999980e+00,-1.038705234338431538e+01,-4.686121643384316471e+00,-2.363892543384316092e+00,-2.363876543384316520e+00
7.275428600000000134e-01,-3.928008600000000072e+00,1.574572000000000083e+00,3.981994499999999881e+00,3.982011799999999990e+00,-1.031404784338431568e+01,-4.811467243384316639e+00,-2.404044743384316618e+00,-2.404027443384316509e+00
7.420937199999999567e-01,-3.853942599999999885e+00,1.450593199999999916e+00,3.943668199999999846e+00,3.943686700000000211e+00,-1.023998184338431727e+01,-4.935446043384316361e+00,-2.442371043384316653e+00,-2.442352543384316288e+00
7.566445699999999608e-01,-3.778881199999999829e+00,1.328057199999999938e+00,3.907165299999999952e+00,3.907185000000000130e+00,-1.016492044338431633e+01,-5.057982043384316562e+00,-2.478873943384316547e+00,-2.478854243384316369e+00
7.711954300000000151e-01,-3.702891300000000108e+00,1.207030599999999954e+00,3.872477200000000064e+00,3.872497800000000101e+00,-1.008893054338431661e+01,-5.179008643384316102e+00,-2.513562043384316436e+00,-2.513541443384316398e+00
7.857462899999999584e-01,-3.626040300000000105e+00,1.087570499999999996e+00,3.839588700000000188e+00,3.839610099999999804e+00,-1.001207954338431705e+01,-5.298468743384316504e+00,-2.546450543384316312e+00,-2.546429143384316696e+00
8.002971500000000127e-01,-3.548395300000000141e+00,9.697240499999999486e-01,3.808478899999999889e+00,3.808501099999999973e+00,-9.934434543384316640e+00,-5.416315193384316551e+00,-2.577560343384316610e+00,-2.577538143384316527e+00
8.148480000000000167e-01,-3.470023199999999974e+00,8.535289700000000535e-01,3.779121799999999975e+00,3.779144500000000129e+00,-9.856062443384317362e+00,-5.532510273384316335e+00,-2.606917443384316524e+00,-2.606894743384316371e+00
8.293988599999999600e-01,-3.390989699999999996e+00,7.390130799999999889e-01,3.751486199999999993e+00,3.751509200000000099e+00,-9.777028943384316051e+00,-5.647026163384316177e+00,-2.634553043384316506e+00,-2.634530043384316400e+00
8.439497200000000143e-01,-3.311358900000000105e+00,6.261946299999999743e-01,3.725536299999999912e+00,3.725559500000000135e+00,-9.697398143384315716e+00,-5.759844613384316858e+00,-2.660502943384316588e+00,-2.660479743384316365e+00
8.585005700000000184e-01,-3.231193000000000204e+00,5.150823500000000221e-01,3.701232599999999984e+00,3.701255900000000043e+00,-9.617232243384316703e+00,-5.870956893384316366e+00,-2.684806643384316516e+00,-2.684783343384316456e+00
8.730514299999999617e-01,-3.150551699999999844e+00,4.056756899999999777e-01,3.678532000000000135e+00,3.678555100000000078e+00,-9.536590943384316788e+00,-5.980363553384316688e+00,-2.707507243384316364e+00,-2.707484143384316422e+00
8.876022900000000160e-01,-3.069491699999999934e+00,2.979650500000000091e-01,3.657388300000000037e+00,3.657411100000000026e+00,-9.455530943384315989e+00,-6.088074193384316324e+00,-2.728650943384316463e+00,-2.728628143384316473e+00
9.021531499999999593e-01,-2.988065999999999889e+00,1.919320999999999944e-01,3.637752900000000178e+00,3.637775299999999934e+00,-9.374105243384317276e+00,-6.194107143384316672e+00,-2.748286343384316321e+00,-2.748263943384316565e+00
9.167039999999999633e-01,-2.906323700000000176e+00,8.755019499999999733e-02,3.619575300000000162e+00,3.619597100000000012e+00,-9.292362943384317120e+00,-6.298489048384316114e+00,-2.766463943384316337e+00,-2.766442143384316488e+00
9.312548600000000176e-01,-2.824309500000000028e+00,-1.521520999999999985e-02,3.602803699999999942e+00,3.602824800000000049e+00,-9.210348743384315640e+00,-6.401254453384316534e+00,-2.783235543384316557e+00,-2.783214443384316450e+00
9.458057199999999609e-01,-2.742063200000000034e+00,-1.164060600000000056e-01,3.587385400000000057e+00,3.587405700000000142e+00,-9.128102443384316089e+00,-6.502445303384316588e+00,-2.798653843384316442e+00,-2.798633543384316358e+00
9.603565800000000152e-01,-2.659619100000000014e+00,-2.160711300000000001e-01,3.573267400000000205e+00,3.573286700000000149e+00,-9.045658343384316069e+00,-6.602110373384316944e+00,-2.812771843384316295e+00,-2.812752543384316350e+00
9.749074300000000193e-01,-2.577006100000000188e+00,-3.142654400000000070e-01,3.560397200000000151e+00,3.560415499999999955e+00,-8.963045343384315800e+00,-6.700304683384316284e+00,-2.825642043384316349e+00,-2.825623743384316544e+00
9.894582899999999626e-01,-2.494246799999999986e+00,-4.110496000000000150e-01,3.548722900000000013e+00,3.548740000000000006e+00,-8.880286043384316486e+00,-6.797088843384316625e+00,-2.837316343384316486e+00,-2.837299243384316494e+00
1.004009099999999988e+00,-2.411357699999999937e+00,-5.064891000000000254e-01,3.538194100000000120e+00,3.538209999999999855e+00,-8.797396943384317325e+00,-6.892528343384316969e+00,-2.847845143384316380e+00,-2.847829243384316644e+00
1.018559999999999910e+00,-2.328348500000000154e+00,-6.006536399999999887e-01,3.528762400000000188e+00,3.528776899999999994e+00,-8.714387743384316209e+00,-6.986692883384316488e+00,-2.857276843384316312e+00,-2.857262343384316505e+00
1.033110900000000054e+00,-2.245222599999999957e+00,-6.936162999999999634e-01,3.520381400000000216e+00,3.520394599999999929e+00,-8.631261843384315569e+00,-7.079655543384316019e+00,-2.865657843384316283e+00,-2.865644643384316570e+00
1.047661699999999918e+00,-2.161976000000000120e+00,-7.854528600000000305e-01,3.513008099999999967e+00,3.513019799999999915e+00,-8.548015243384316619e+00,-7.171492103384316863e+00,-2.873031143384316533e+00,-2.873019443384316585e+00
1.062212600000000062e+00,-2.078598099999999782e+00,-8.762409399999999682e-01,3.506602200000000114e+00,3.506612500000000132e+00,-8.464637343384316281e+00,-7.262280183384316246e+00,-2.879437043384316386e+00,-2.879426743384316367e+00
1.076763399999999926e+00,-1.995071199999999934e+00,-9.660592399999999857e-01,3.501127599999999784e+00,3.501136400000000037e+00,-8.381110443384315545e+00,-7.352098483384316374e+00,-2.884911643384316715e+00,-2.884902843384316462e+00
1.091314300000000070e+00,-1.911370999999999931e+00,-1.054986800000000002e+00,3.496551900000000046e+00,3.496559200000000089e+00,-8.297410243384316431e+00,-7.441026043384316502e+00,-2.889487343384316453e+00,-2.889480043384316410e+00
1.105865099999999934e+00,-1.827466000000000035e+00,-1.143102099999999899e+00,3.492847400000000047e+00,3.492853100000000044e+00,-8.213505243384316756e+00,-7.529141343384316620e+00,-2.893191843384316453e+00,-2.893186143384316455e+00
1.120416000000000079e+00,-1.743318600000000052e+00,-1.230482300000000029e+00,3.489990699999999890e+00,3.489994999999999958e+00,-8.129357843384315885e+00,-7.616521543384316750e+00,-2.896048543384316609e+00,-2.896044243384316541e+00
1.134966900000000001e+00,-1.658884699999999990e+00,-1.317202800000000007e+00,3.487963699999999889e+00,3.487966500000000192e+00,-8.044923943384317155e+00,-7.703242043384316062e+00,-2.898075543384316610e+00,-2.898072743384316308e+00
1.149517700000000087e+00,-1.574114199999999908e+00,-1.403336200000000034e+00,3.486753000000000213e+00,3.486754400000000143e+00,-7.960153443384315963e+00,-7.789375443384316533e+00,-2.899286243384316286e+00,-2.899284843384316357e+00
1.164068600000000009e+00,-1.488951600000000042e+00,-1.488951499999999983e+00,3.486350799999999861e+00,3.486350799999999861e+00,-7.874990843384316541e+00,-7.874990743384316261e+00,-2.899688443384316638e+00,-2.899688443384316638e+00
1.178619400000000095e+00,-1.488801700000000006e+00,-1.488801100000000099e+00,3.484853100000000037e+00,3.484854799999999919e+00,-7.874840943384316283e+00,-7.874840343384316377e+00,-2.901186143384316463e+00,-2.901184443384316580e+00
1.193170300000000017e+00,-1.488350999999999980e+00,-1.488349900000000003e+00,3.480370100000000022e+00,3.480373399999999950e+00,-7.874390243384316257e+00,-7.874389143384316725e+00,-2.905669143384316477e+00,-2.905665843384316549e+00
1.207721100000000103e+00,-1.487597300000000011e+00,-1.487595599999999907e+00,3.472925899999999899e+00,3.472930600000000201e+00,-7.873636543384316511e+00,-7.873634843384316184e+00,-2.913113343384316600e+00,-2.913108643384316299e+00
1.222272000000000025e+00,-1.486536700000000044e+00,-1.486534599999999928e+00,3.462560299999999813e+00,3.462566400000000044e+00,-7.872575943384316766e+00,-7.872573843384316206e+00,-2.923478943384316686e+00,-2.923472843384316455e+00
1.236822899999999947e+00,-1.485164499999999999e+00,-1.485161900000000035e+00,3.449329200000000206e+00,3.449336399999999969e+00,-7.871203743384316276e+00,-7.871201143384316978e+00,-2.936710043384316293e+00,-2.936702843384316530e+00
1.251373700000000033e+00,-1.483474399999999971e+00,-1.483471399999999996e+00,3.433303500000000064e+00,3.433311900000000083e+00,-7.869513643384316026e+00,-7.869510643384316495e+00,-2.952735743384316436e+00,-2.952727343384316416e+00
1.265924599999999955e+00,-1.481459800000000104e+00,-1.481456300000000059e+00,3.414569800000000210e+00,3.414579100000000089e+00,-7.867499043384317048e+00,-7.867495543384317003e+00,-2.971469443384316289e+00,-2.971460143384316410e+00
1.280475400000000041e+00,-1.479113499999999970e+00,-1.479109599999999913e+00,3.393229199999999945e+00,3.393239400000000128e+00,-7.865152743384316025e+00,-7.865148843384316635e+00,-2.992810043384316554e+00,-2.992799843384316372e+00
1.295026299999999964e+00,-1.476428099999999910e+00,-1.476423800000000064e+00,3.369397499999999823e+00,3.369408299999999912e+00,-7.862467343384316187e+00,-7.862463043384316563e+00,-3.016641743384316676e+00,-3.016630943384316588e+00
1.309577100000000049e+00,-1.473396900000000009e+00,-1.473392199999999930e+00,3.343204200000000181e+00,3.343215600000000176e+00,-7.859436143384316509e+00,-7.859431443384316651e+00,-3.042835043384316318e+00,-3.042823643384316323e+00
1.324127999999999972e+00,-1.470013699999999979e+00,-1.470008699999999946e+00,3.314792399999999972e+00,3.314804200000000201e+00,-7.856052943384316478e+00,-7.856047943384316667e+00,-3.071246843384316527e+00,-3.071235043384316299e+00
1.338678899999999894e+00,-1.466273900000000019e+00,-1.466268700000000091e+00,3.284317900000000012e+00,3.284330000000000194e+00,-7.852313143384316518e+00,-7.852307943384316147e+00,-3.101721343384316487e+00,-3.101709243384316306e+00
1.353229699999999980e+00,-1.462174800000000108e+00,-1.462169300000000005e+00,3.251948899999999920e+00,3.251961300000000055e+00,-7.848214043384317051e+00,-7.848208543384316727e+00,-3.134090343384316579e+00,-3.134077943384316445e+00
1.367780599999999902e+00,-1.457715799999999895e+00,-1.457710099999999898e+00,3.217865199999999870e+00,3.217877600000000005e+00,-7.843755043384316394e+00,-7.843749343384316397e+00,-3.168174043384316629e+00,-3.168161643384316495e+00
1.382331399999999988e+00,-1.452899500000000010e+00,-1.452893699999999955e+00,3.182257100000000172e+00,3.182269600000000143e+00,-7.838938743384316510e+00,-7.838932943384316232e+00,-3.203782143384316328e+00,-3.203769643384316357e+00
1.396882299999999910e+00,-1.447732100000000077e+00,-1.447726099999999905e+00,3.145325500000000218e+00,3.145337899999999909e+00,-7.833771343384317021e+00,-7.833765343384316182e+00,-3.240713743384316281e+00,-3.240701343384316591e+00
1.411433099999999996e+00,-1.442223400000000044e+00,-1.442217300000000035e+00,3.107280199999999937e+00,3.107292499999999791e+00,-7.828262643384316988e+00,-7.828256543384316757e+00,-3.278759043384316563e+00,-3.278746743384316709e+00
1.425983999999999918e+00,-1.436387999999999998e+00,-1.436381899999999989e+00,3.068339599999999834e+00,3.068351700000000015e+00,-7.822427243384316498e+00,-7.822421143384316267e+00,-3.317699643384316666e+00,-3.317687543384316484e+00
1.440534900000000063e+00,-1.430245400000000000e+00,-1.430239299999999991e+00,3.028729699999999969e+00,3.028741600000000034e+00,-7.816284643384316055e+00,-7.816278543384316713e+00,-3.357309543384316530e+00,-3.357297643384316466e+00
1.455085699999999926e+00,-1.423820300000000039e+00,-1.423814200000000030e+00,2.988683099999999815e+00,2.988694699999999926e+00,-7.809859543384316538e+00,-7.809853443384316307e+00,-3.397356143384316685e+00,-3.397344543384316573e+00
1.469636600000000071e+00,-1.417143100000000100e+00,-1.417137199999999986e+00,2.948437900000000056e+00,2.948449200000000214e+00,-7.803182343384316155e+00,-7.803176443384316485e+00,-3.437601343384316444e+00,-3.437590043384316285e+00
1.484187399999999935e+00,-1.410250100000000062e+00,-1.410244300000000006e+00,2.908236899999999903e+00,2.908247900000000108e+00,-7.796289343384316339e+00,-7.796283543384316062e+00,-3.477802343384316597e+00,-3.477791343384316392e+00
1.498738300000000079e+00,-1.403183499999999917e+00,-1.403177799999999920e+00,2.868326000000000153e+00,2.868336699999999961e+00,-7.789222743384316416e+00,-7.789217043384316419e+00,-3.517713243384316346e+00,-3.517702543384316538e+00
1.513289099999999943e+00,-1.395991299999999935e+00,-1.395985800000000054e+00,2.828953499999999899e+00,2.828963900000000198e+00,-7.782030543384315990e+00,-7.782025043384316554e+00,-3.557085743384316601e+00,-3.557075343384316302e+00
1.527840000000000087e+00,-1.388727400000000056e+00,-1.388722100000000070e+00,2.790368299999999913e+00,2.790378500000000095e+00,-7.774766643384316112e+00,-7.774761343384316348e+00,-3.595670943384316587e+00,-3.595660743384316405e+00
1.542390900000000009e+00,-1.381451100000000043e+00,-1.381445999999999952e+00,2.752818800000000010e+00,2.752828699999999795e+00,-7.767490343384316986e+00,-7.767485243384316007e+00,-3.633220443384316489e+00,-3.633210543384316704e+00
1.556941700000000095e+00,-1.374226600000000076e+00,-1.374221799999999938e+00,2.716551100000000218e+00,2.716560600000000214e+00,-7.760265843384316575e+00,-7.760261043384316437e+00,-3.669488143384316281e+00,-3.669478643384316285e+00
1.571492600000000017e+00,-1.367122200000000065e+00,-1.367117700000000102e+00,2.681807099999999888e+00,2.681816299999999931e+00,-7.753161443384316343e+00,-7.753156943384317046e+00,-3.704232143384316611e+00,-3.704222943384316569e+00
1.586043400000000103e+00,-1.360209999999999919e+00,-1.360205799999999909e+00,2.648823500000000220e+00,2.648832300000000028e+00,-7.746249243384315974e+00,-7.746245043384316631e+00,-3.737215743384316280e+00,-3.737206943384316471e+00
1.600594300000000025e+00,-1.353563800000000095e+00,-1.353560000000000096e+00,2.617828900000000125e+00,2.617837300000000145e+00,-7.739603043384316372e+00,-7.739599243384316374e+00,-3.768210343384316374e+00,-3.768201943384316355e+00
1.615145099999999889e+00,-1.347258999999999984e+00,-1.347255499999999939e+00,2.589042300000000019e+00,2.589050299999999805e+00,-7.733298243384316706e+00,-7.733294743384316661e+00,-3.796996943384316481e+00,-3.796988943384316695e+00
1.629696000000000033e+00,-1.341370399999999963e+00,-1.341367299999999929e+00,2.562670999999999921e+00,2.562678399999999801e+00,-7.727409643384316240e+00,-7.727406543384316429e+00,-3.823368243384316578e+00,-3.823360843384316698e+00
1.644246899999999956e+00,-1.335971000000000020e+00,-1.335968299999999997e+00,2.538908199999999837e+00,2.538914999999999811e+00,-7.722010243384316297e+00,-7.722007543384316719e+00,-3.847131043384316662e+00,-3.847124243384316689e+00
1.658797700000000042e+00,-1.331130499999999994e+00,-1.331128199999999984e+00,2.517930999999999919e+00,2.517936999999999870e+00,-7.717169743384316050e+00,-7.717167443384316705e+00,-3.868108243384316580e+00,-3.868102243384316630e+00
1.673348599999999964e+00,-1.326913500000000079e+00,-1.326911500000000022e+00,2.499897900000000117e+00,2.499903199999999881e+00,-7.712952743384316356e+00,-7.712950743384316965e+00,-3.886141343384316382e+00,-3.886136043384316618e+00
1.687899400000000050e+00,-1.323377900000000107e+00,-1.323376300000000061e+00,2.484947500000000087e+00,2.484951899999999991e+00,-7.709417143384316162e+00,-7.709415543384317004e+00,-3.901091743384316413e+00,-3.901087343384316508e+00
1.702450299999999972e+00,-1.320573400000000008e+00,-1.320572199999999974e+00,2.473195700000000219e+00,2.473199099999999984e+00,-7.706612643384316286e+00,-7.706611443384316473e+00,-3.912843543384316281e+00,-3.912840143384316516e+00
1.717001100000000058e+00,-1.318540299999999998e+00,-1.318539499999999975e+00,2.464734599999999887e+00,2.464736999999999956e+00,-7.704579543384316054e+00,-7.704578743384316475e+00,-3.921304643384316613e+00,-3.921302243384316544e+00
1.731551999999999980e+00,-1.317308300000000099e+00,-1.317307800000000029e+00,2.459631200000000018e+00,2.459632399999999830e+00,-7.703347543384316154e+00,-7.703347043384316528e+00,-3.926408043384316482e+00,-3.926406843384316669e+00
1.746102899999999902e+00,-1.316895499999999997e+00,-1.316895300000000102e+00,2.457925900000000219e+00,2.457925900000000219e+00,-7.702934743384316718e+00,-7.702934543384316157e+00,-3.928113343384316281e+00,-3.928113343384316281e+00
