route,sigma_Ry,frequency_THz,a2F,cumulative_lambda
matdyn.x,0.005,8.155649813140213,0.345717,0.24162668590457909
matdyn.x,0.005,8.180553916779314,0.346053,0.24373585879943704
matdyn.x,0.005,8.20545802041841,0.343823,0.2458328751521988
matdyn.x,0.005,8.23036212405751,0.3386,0.24790096412873883
matdyn.x,0.005,8.255266227696609,0.32551,0.2499075111799294
matdyn.x,0.005,8.280170331335707,0.303271,0.2518016367812405
matdyn.x,0.005,8.305041536555205,0.280776,0.25355341717115687
matdyn.x,0.005,8.329945640194302,0.261207,0.25517630518642104
matdyn.x,0.005,8.354849743833402,0.244223,0.25668521676658407
matdyn.x,0.005,8.3797538474725,0.231793,0.2581020700152201
matdyn.x,0.005,8.404657951111599,0.231944,0.2594782247823761
matdyn.x,0.005,8.429562054750697,0.237691,0.26086773407609304
matdyn.x,0.005,8.454466158389797,0.24678,0.2622968963847167
matdyn.x,0.005,8.479370262028894,0.257148,0.2637790794216113
matdyn.x,0.005,8.504274365667994,0.268677,0.26532112857769796
matdyn.x,0.005,8.529178469307093,0.285918,0.26694277196888977
matdyn.x,0.005,8.554082572946191,0.30702,0.2686714647086683
matdyn.x,0.005,8.57898667658529,0.331606,0.2705279390451404
matdyn.x,0.005,8.60389078022439,0.366199,0.27255053345112307
matdyn.x,0.005,8.628794883863486,0.43187,0.27485694946098665
matdyn.x,0.005,8.653698987502587,0.486661,0.27750393693967407
matdyn.x,0.005,8.678603091141685,0.544461,0.2804668617431806
matdyn.x,0.005,8.703507194780784,0.608356,0.2837699880785685
matdyn.x,0.005,8.728411298419882,0.687616,0.2874726518872053
matdyn.x,0.005,8.753315402058982,0.794407,0.2916947451847782
matdyn.x,0.005,8.77821950569808,0.90653,0.29652677277876277
matdyn.x,0.005,8.80312360933718,0.949113,0.30178367673840517
matdyn.x,0.005,8.828027712976278,0.969645,0.3072041192604725
matdyn.x,0.005,8.852931816615376,0.972348,0.3126748173854472
matdyn.x,0.005,8.877835920254476,0.950358,0.31807606496470425
matdyn.x,0.005,8.90270712547397,0.9394,0.32336285874806586
matdyn.x,0.005,8.92761122911307,0.9402,0.3286134455026745
matdyn.x,0.005,8.952515332752169,0.944871,0.33386463121871013
matdyn.x,0.005,8.977419436391267,0.950973,0.33913115071030586
matdyn.x,0.005,9.002323540030366,0.966347,0.34444253890220033
matdyn.x,0.005,9.027227643669466,0.970021,0.3497919205354956
matdyn.x,0.005,9.052131747308565,0.965662,0.35512470805399454
matdyn.x,0.005,9.077035850947663,0.959144,0.3604129686753051
matdyn.x,0.005,9.101939954586761,0.974972,0.3657121644297977
matdyn.x,0.005,9.12684405822586,0.960818,0.37100156676261614
matdyn.x,0.005,9.15174816186496,0.95479,0.37622153038852924
matdyn.x,0.005,9.176652265504059,0.800526,0.380992254665454
matdyn.x,0.005,9.201556369143157,0.70931,0.3850845207085741
matdyn.x,0.005,9.226460472782255,0.64618,0.38874844722816243
matdyn.x,0.005,9.251364576421356,0.594407,0.39209272622669467
matdyn.x,0.005,9.276268680060452,0.550635,0.39517112928458664
matdyn.x,0.005,9.301172783699553,0.513286,0.3980237603561978
matdyn.x,0.005,9.326076887338651,0.475058,0.4006666774463416
matdyn.x,0.005,9.35098099097775,0.443513,0.403116450395793
matdyn.x,0.005,9.375885094616848,0.41687,0.40540492595682587
matdyn.x,0.005,9.400789198255948,0.387877,0.40753975508657186
matdyn.x,0.005,9.425693301895045,0.360646,0.4095201807003153
matdyn.x,0.005,9.450597405534145,0.335089,0.41135608444813637
matdyn.x,0.005,9.475501509173244,0.313261,0.41306243914243357
matdyn.x,0.005,9.50037271439274,0.290398,0.41464492201276515
matdyn.x,0.005,9.52527681803184,0.266567,0.41610311293451896
matdyn.x,0.005,9.550180921670938,0.246933,0.41744398952750217
matdyn.x,0.005,9.575085025310036,0.22624,0.41867635309312323
matdyn.x,0.005,9.599989128949135,0.204797,0.41979606733385477
matdyn.x,0.005,9.624893232588233,0.185328,0.4208068779743816
matdyn.x,0.005,9.649797336227332,0.170708,0.4217269698069465
matdyn.x,0.005,9.674701439866432,0.15251,0.4225601145205853
matdyn.x,0.005,9.69960554350553,0.134554,0.4232981701566216
matdyn.x,0.005,9.724509647144629,0.11389,0.4239353106430546
matdyn.x,0.005,9.749413750783727,0.0949422,0.4244695009662294
matdyn.x,0.005,9.774317854422828,0.0824008,0.4249219732838269
matdyn.x,0.005,9.799221958061924,0.0613245,0.42528777563004744
matdyn.x,0.005,9.824126061701024,0.0425286,0.42555143773212967
matdyn.x,0.005,9.849030165340123,0.0300682,0.4257352774712796
matdyn.x,0.005,9.873934268979221,0.0225415,0.4258681617749408
matdyn.x,0.005,9.89883837261832,0.0106834,0.42595189405015943
matdyn.x,0.005,9.92374247625742,0.000856047,0.42598092029262924
matdyn.x,0.005,9.948646579896517,0.0,0.4259830685832826
lambda.x,0.02,0.0,0.0,0.0
lambda.x,0.02,0.007,0.0,0.0
lambda.x,0.02,0.014,0.0,0.0
lambda.x,0.02,0.021,0.0,0.0
lambda.x,0.02,0.028,0.0,0.0
lambda.x,0.02,0.035,0.0,0.0
lambda.x,0.02,0.042,0.0,0.0
lambda.x,0.02,0.049,0.0,0.0
lambda.x,0.02,0.056,0.0,0.0
lambda.x,0.02,0.063,0.0,0.0
lambda.x,0.02,0.07,0.0,0.0
lambda.x,0.02,0.077,0.0,0.0
lambda.x,0.02,0.084,0.0,0.0
lambda.x,0.02,0.091,0.0,0.0
lambda.x,0.02,0.098,0.0,0.0
lambda.x,0.02,0.1051,0.0,0.0
lambda.x,0.02,0.1121,0.0,0.0
lambda.x,0.02,0.1191,0.0,0.0
lambda.x,0.02,0.1261,0.0,0.0
lambda.x,0.02,0.1331,0.0,0.0
lambda.x,0.02,0.1401,0.0,0.0
lambda.x,0.02,0.1471,0.0,0.0
lambda.x,0.02,0.1541,0.0,0.0
lambda.x,0.02,0.1611,0.0,0.0
lambda.x,0.02,0.1681,0.0,0.0
lambda.x,0.02,0.1751,0.0,0.0
lambda.x,0.02,0.1821,0.0,0.0
lambda.x,0.02,0.1891,0.0,0.0
lambda.x,0.02,0.1961,0.0,0.0
lambda.x,0.02,0.2031,0.0,0.0
lambda.x,0.02,0.2101,0.0,0.0
lambda.x,0.02,0.2171,0.0,0.0
lambda.x,0.02,0.2241,0.0,0.0
lambda.x,0.02,0.2311,0.0,0.0
lambda.x,0.02,0.2381,0.0,0.0
lambda.x,0.02,0.2451,0.0,0.0
lambda.x,0.02,0.2521,0.0,0.0
lambda.x,0.02,0.2591,0.0,0.0
lambda.x,0.02,0.2661,0.0,0.0
lambda.x,0.02,0.2731,0.0,0.0
lambda.x,0.02,0.2801,0.0,0.0
lambda.x,0.02,0.2871,0.0,0.0
lambda.x,0.02,0.2941,0.0,0.0
lambda.x,0.02,0.3012,0.0,0.0
lambda.x,0.02,0.3082,0.0,0.0
lambda.x,0.02,0.3152,0.0,0.0
lambda.x,0.02,0.3222,0.0,0.0
lambda.x,0.02,0.3292,0.0,0.0
lambda.x,0.02,0.3362,0.0,0.0
lambda.x,0.02,0.3432,0.0,0.0
lambda.x,0.02,0.3502,0.0,0.0
lambda.x,0.02,0.3572,0.0,0.0
lambda.x,0.02,0.3642,0.0,0.0
lambda.x,0.02,0.3712,0.0,0.0
lambda.x,0.02,0.3782,0.0,0.0
lambda.x,0.02,0.3852,0.0,0.0
lambda.x,0.02,0.3922,0.0,0.0
lambda.x,0.02,0.3992,0.0,0.0
lambda.x,0.02,0.4062,0.0,0.0
lambda.x,0.02,0.4132,0.0,0.0
lambda.x,0.02,0.4202,0.0,0.0
lambda.x,0.02,0.4272,0.0,0.0
lambda.x,0.02,0.4342,0.0,0.0
lambda.x,0.02,0.4412,0.0,0.0
lambda.x,0.02,0.4482,0.0,0.0
lambda.x,0.02,0.4552,0.0,0.0
lambda.x,0.02,0.4622,0.0,0.0
lambda.x,0.02,0.4692,0.0,0.0
lambda.x,0.02,0.4762,0.0,0.0
lambda.x,0.02,0.4832,0.0,0.0
lambda.x,0.02,0.4902,0.0,0.0
lambda.x,0.02,0.4972,0.0,0.0
lambda.x,0.02,0.5043,0.0,0.0
lambda.x,0.02,0.5113,0.0,0.0
lambda.x,0.02,0.5183,0.0,0.0
lambda.x,0.02,0.5253,0.0,0.0
lambda.x,0.02,0.5323,0.0,0.0
lambda.x,0.02,0.5393,0.0,0.0
lambda.x,0.02,0.5463,0.0,0.0
lambda.x,0.02,0.5533,0.0,0.0
lambda.x,0.02,0.5603,0.0,0.0
lambda.x,0.02,0.5673,0.0,0.0
lambda.x,0.02,0.5743,0.0,0.0
lambda.x,0.02,0.5813,0.0,0.0
lambda.x,0.02,0.5883,0.0,0.0
lambda.x,0.02,0.5953,0.0,0.0
lambda.x,0.02,0.6023,0.0,0.0
lambda.x,0.02,0.6093,0.0,0.0
lambda.x,0.02,0.6163,0.0,0.0
lambda.x,0.02,0.6233,0.0,0.0
lambda.x,0.02,0.6303,0.0,0.0
lambda.x,0.02,0.6373,0.0,0.0
lambda.x,0.02,0.6443,0.0,0.0
lambda.x,0.02,0.6513,0.0,0.0
lambda.x,0.02,0.6583,0.0,0.0
lambda.x,0.02,0.6653,0.0,0.0
lambda.x,0.02,0.6723,0.0,0.0
lambda.x,0.02,0.6793,0.0,0.0
lambda.x,0.02,0.6863,0.0,0.0
lambda.x,0.02,0.6933,0.0,0.0
lambda.x,0.02,0.7004,0.0,0.0
lambda.x,0.02,0.7074,0.0,0.0
lambda.x,0.02,0.7144,0.0,0.0
lambda.x,0.02,0.7214,0.0,0.0
lambda.x,0.02,0.7284,0.0,0.0
lambda.x,0.02,0.7354,0.0,0.0
lambda.x,0.02,0.7424,0.0,0.0
lambda.x,0.02,0.7494,0.0,0.0
lambda.x,0.02,0.7564,0.0,0.0
lambda.x,0.02,0.7634,0.0,0.0
lambda.x,0.02,0.7704,0.0,0.0
lambda.x,0.02,0.7774,0.0,0.0
lambda.x,0.02,0.7844,0.0,0.0
lambda.x,0.02,0.7914,0.0,0.0
lambda.x,0.02,0.7984,0.0,0.0
lambda.x,0.02,0.8054,0.0,0.0
lambda.x,0.02,0.8124,0.0,0.0
lambda.x,0.02,0.8194,0.0,0.0
lambda.x,0.02,0.8264,0.0,0.0
lambda.x,0.02,0.8334,0.0,0.0
lambda.x,0.02,0.8404,0.0,0.0
lambda.x,0.02,0.8474,0.0,0.0
lambda.x,0.02,0.8544,0.0,0.0
lambda.x,0.02,0.8614,0.0,0.0
lambda.x,0.02,0.8684,0.0,0.0
lambda.x,0.02,0.8754,0.0,0.0
lambda.x,0.02,0.8824,0.0,0.0
lambda.x,0.02,0.8894,0.0,0.0
lambda.x,0.02,0.8964,0.0,0.0
lambda.x,0.02,0.9035,0.0,0.0
lambda.x,0.02,0.9105,0.0,0.0
lambda.x,0.02,0.9175,0.0,0.0
lambda.x,0.02,0.9245,0.0,0.0
lambda.x,0.02,0.9315,0.0,0.0
lambda.x,0.02,0.9385,0.0,0.0
lambda.x,0.02,0.9455,0.0,0.0
lambda.x,0.02,0.9525,0.0,0.0
lambda.x,0.02,0.9595,0.0,0.0
lambda.x,0.02,0.9665,0.0,0.0
lambda.x,0.02,0.9735,0.0,0.0
lambda.x,0.02,0.9805,0.0,0.0
lambda.x,0.02,0.9875,0.0,0.0
lambda.x,0.02,0.9945,0.0,0.0
lambda.x,0.02,1.0015,0.0,0.0
lambda.x,0.02,1.0085,0.0,0.0
lambda.x,0.02,1.0155,0.0,0.0
lambda.x,0.02,1.0225,0.0,0.0
lambda.x,0.02,1.0295,0.0,0.0
lambda.x,0.02,1.0365,0.0,0.0
lambda.x,0.02,1.0435,0.0,0.0
lambda.x,0.02,1.0505,0.0,0.0
lambda.x,0.02,1.0575,0.0,0.0
lambda.x,0.02,1.0645,0.0,0.0
lambda.x,0.02,1.0715,0.0,0.0
lambda.x,0.02,1.0785,0.0,0.0
lambda.x,0.02,1.0855,0.0,0.0
lambda.x,0.02,1.0925,0.0,0.0
lambda.x,0.02,1.0995,0.0,0.0
lambda.x,0.02,1.1066,0.0,0.0
lambda.x,0.02,1.1136,0.0,0.0
lambda.x,0.02,1.1206,0.0,0.0
lambda.x,0.02,1.1276,0.0,0.0
lambda.x,0.02,1.1346,0.0,0.0
lambda.x,0.02,1.1416,0.0,0.0
lambda.x,0.02,1.1486,0.0,0.0
lambda.x,0.02,1.1556,0.0,0.0
lambda.x,0.02,1.1626,0.0,0.0
lambda.x,0.02,1.1696,0.0,0.0
lambda.x,0.02,1.1766,0.0,0.0
lambda.x,0.02,1.1836,0.0,0.0
lambda.x,0.02,1.1906,0.0,0.0
lambda.x,0.02,1.1976,0.0,0.0
lambda.x,0.02,1.2046,0.0,0.0
lambda.x,0.02,1.2116,0.0,0.0
lambda.x,0.02,1.2186,0.0,0.0
lambda.x,0.02,1.2256,0.0,0.0
lambda.x,0.02,1.2326,0.0,0.0
lambda.x,0.02,1.2396,0.0,0.0
lambda.x,0.02,1.2466,0.0,0.0
lambda.x,0.02,1.2536,0.0,0.0
lambda.x,0.02,1.2606,0.0,0.0
lambda.x,0.02,1.2676,0.0,0.0
lambda.x,0.02,1.2746,0.0,0.0
lambda.x,0.02,1.2816,0.0,0.0
lambda.x,0.02,1.2886,0.0,0.0
lambda.x,0.02,1.2956,0.0,0.0
lambda.x,0.02,1.3027,0.0,0.0
lambda.x,0.02,1.3097,0.0,0.0
lambda.x,0.02,1.3167,0.0,0.0
lambda.x,0.02,1.3237,0.0,0.0
lambda.x,0.02,1.3307,0.0,0.0
lambda.x,0.02,1.3377,0.0,0.0
lambda.x,0.02,1.3447,0.0,0.0
lambda.x,0.02,1.3517,0.0,0.0
lambda.x,0.02,1.3587,0.0,0.0
lambda.x,0.02,1.3657,0.0,0.0
lambda.x,0.02,1.3727,0.0,0.0
lambda.x,0.02,1.3797,0.0,0.0
lambda.x,0.02,1.3867,0.0,0.0
lambda.x,0.02,1.3937,0.0,0.0
lambda.x,0.02,1.4007,0.0,0.0
lambda.x,0.02,1.4077,0.0,0.0
lambda.x,0.02,1.4147,0.0,0.0
lambda.x,0.02,1.4217,0.0,0.0
lambda.x,0.02,1.4287,0.0,0.0
lambda.x,0.02,1.4357,0.0,0.0
lambda.x,0.02,1.4427,0.0,0.0
lambda.x,0.02,1.4497,0.0,0.0
lambda.x,0.02,1.4567,0.0,0.0
lambda.x,0.02,1.4637,0.0,0.0
lambda.x,0.02,1.4707,0.0,0.0
lambda.x,0.02,1.4777,0.0,0.0
lambda.x,0.02,1.4847,0.0,0.0
lambda.x,0.02,1.4917,0.0,0.0
lambda.x,0.02,1.4987,0.0,0.0
lambda.x,0.02,1.5058,0.0,0.0
lambda.x,0.02,1.5128,0.0,0.0
lambda.x,0.02,1.5198,0.0,0.0
lambda.x,0.02,1.5268,0.0,0.0
lambda.x,0.02,1.5338,0.0,0.0
lambda.x,0.02,1.5408,0.0,0.0
lambda.x,0.02,1.5478,0.0,0.0
lambda.x,0.02,1.5548,0.0,0.0
lambda.x,0.02,1.5618,0.0,0.0
lambda.x,0.02,1.5688,0.0,0.0
lambda.x,0.02,1.5758,0.0,0.0
lambda.x,0.02,1.5828,0.0,0.0
lambda.x,0.02,1.5898,0.0,0.0
lambda.x,0.02,1.5968,0.0,0.0
lambda.x,0.02,1.6038,0.0,0.0
lambda.x,0.02,1.6108,0.0,0.0
lambda.x,0.02,1.6178,0.0,0.0
lambda.x,0.02,1.6248,0.0,0.0
lambda.x,0.02,1.6318,0.0,0.0
lambda.x,0.02,1.6388,0.0,0.0
lambda.x,0.02,1.6458,0.0,0.0
lambda.x,0.02,1.6528,0.0,0.0
lambda.x,0.02,1.6598,0.0,0.0
lambda.x,0.02,1.6668,0.0,0.0
lambda.x,0.02,1.6738,0.0,0.0
lambda.x,0.02,1.6808,0.0,0.0
lambda.x,0.02,1.6878,0.0,0.0
lambda.x,0.02,1.6948,0.0,0.0
lambda.x,0.02,1.7019,0.0,0.0
lambda.x,0.02,1.7089,0.0,0.0
lambda.x,0.02,1.7159,0.0,0.0
lambda.x,0.02,1.7229,0.0,0.0
lambda.x,0.02,1.7299,0.0,0.0
lambda.x,0.02,1.7369,0.0,0.0
lambda.x,0.02,1.7439,0.0,0.0
lambda.x,0.02,1.7509,0.0,0.0
lambda.x,0.02,1.7579,0.0,0.0
lambda.x,0.02,1.7649,0.0,0.0
lambda.x,0.02,1.7719,0.0,0.0
lambda.x,0.02,1.7789,0.0,0.0
lambda.x,0.02,1.7859,0.0,0.0
lambda.x,0.02,1.7929,0.0,0.0
lambda.x,0.02,1.7999,0.0,0.0
lambda.x,0.02,1.8069,0.0,0.0
lambda.x,0.02,1.8139,0.0,0.0
lambda.x,0.02,1.8209,0.0,0.0
lambda.x,0.02,1.8279,0.0,0.0
lambda.x,0.02,1.8349,0.0,0.0
lambda.x,0.02,1.8419,0.0,0.0
lambda.x,0.02,1.8489,0.0,0.0
lambda.x,0.02,1.8559,0.0,0.0
lambda.x,0.02,1.8629,0.0,0.0
lambda.x,0.02,1.8699,0.0,0.0
lambda.x,0.02,1.8769,0.0,0.0
lambda.x,0.02,1.8839,0.0,0.0
lambda.x,0.02,1.8909,0.0,0.0
lambda.x,0.02,1.8979,0.0,0.0
lambda.x,0.02,1.905,0.0,0.0
lambda.x,0.02,1.912,0.0,0.0
lambda.x,0.02,1.919,0.0,0.0
lambda.x,0.02,1.926,0.0,0.0
lambda.x,0.02,1.933,0.0,0.0
lambda.x,0.02,1.94,0.0,0.0
lambda.x,0.02,1.947,0.0,0.0
lambda.x,0.02,1.954,0.0,0.0
lambda.x,0.02,1.961,0.0,0.0
lambda.x,0.02,1.968,0.0,0.0
lambda.x,0.02,1.975,0.0,0.0
lambda.x,0.02,1.982,0.0,0.0
lambda.x,0.02,1.989,0.0,0.0
lambda.x,0.02,1.996,0.0,0.0
lambda.x,0.02,2.003,0.0,0.0
lambda.x,0.02,2.01,0.0,0.0
lambda.x,0.02,2.017,0.0,0.0
lambda.x,0.02,2.024,0.0,0.0
lambda.x,0.02,2.031,0.0,0.0
lambda.x,0.02,2.038,0.0,0.0
lambda.x,0.02,2.045,0.0,0.0
lambda.x,0.02,2.052,0.0,0.0
lambda.x,0.02,2.059,0.0,0.0
lambda.x,0.02,2.066,0.0,0.0
lambda.x,0.02,2.073,0.0,0.0
lambda.x,0.02,2.08,0.0,0.0
lambda.x,0.02,2.087,0.0,0.0
lambda.x,0.02,2.094,0.0,0.0
lambda.x,0.02,2.1011,0.0,0.0
lambda.x,0.02,2.1081,0.0,0.0
lambda.x,0.02,2.1151,0.0,0.0
lambda.x,0.02,2.1221,0.0,0.0
lambda.x,0.02,2.1291,0.0,0.0
lambda.x,0.02,2.1361,0.0,0.0
lambda.x,0.02,2.1431,0.0,0.0
lambda.x,0.02,2.1501,0.0,0.0
lambda.x,0.02,2.1571,0.0,0.0
lambda.x,0.02,2.1641,0.0,0.0
lambda.x,0.02,2.1711,0.0,0.0
lambda.x,0.02,2.1781,0.0,0.0
lambda.x,0.02,2.1851,0.0,0.0
lambda.x,0.02,2.1921,0.0,0.0
lambda.x,0.02,2.1991,0.0,0.0
lambda.x,0.02,2.2061,0.0,0.0
lambda.x,0.02,2.2131,0.0,0.0
lambda.x,0.02,2.2201,0.0,0.0
lambda.x,0.02,2.2271,0.0,0.0
lambda.x,0.02,2.2341,0.0,0.0
lambda.x,0.02,2.2411,0.0,0.0
lambda.x,0.02,2.2481,0.0,0.0
lambda.x,0.02,2.2551,0.0,0.0
lambda.x,0.02,2.2621,0.0,0.0
lambda.x,0.02,2.2691,0.0,0.0
lambda.x,0.02,2.2761,0.0,0.0
lambda.x,0.02,2.2831,0.0,0.0
lambda.x,0.02,2.2901,0.0,0.0
lambda.x,0.02,2.2971,0.0,0.0
lambda.x,0.02,2.3042,0.0,0.0
lambda.x,0.02,2.3112,0.0,0.0
lambda.x,0.02,2.3182,0.0,0.0
lambda.x,0.02,2.3252,0.0,0.0
lambda.x,0.02,2.3322,0.0,0.0
lambda.x,0.02,2.3392,0.0,0.0
lambda.x,0.02,2.3462,0.0,0.0
lambda.x,0.02,2.3532,0.0,0.0
lambda.x,0.02,2.3602,0.0,0.0
lambda.x,0.02,2.3672,0.0,0.0
lambda.x,0.02,2.3742,0.0,0.0
lambda.x,0.02,2.3812,0.0,0.0
lambda.x,0.02,2.3882,0.0,0.0
lambda.x,0.02,2.3952,0.0,0.0
lambda.x,0.02,2.4022,0.0,0.0
lambda.x,0.02,2.4092,0.0,0.0
lambda.x,0.02,2.4162,0.0,0.0
lambda.x,0.02,2.4232,0.0,0.0
lambda.x,0.02,2.4302,0.0,0.0
lambda.x,0.02,2.4372,0.0,0.0
lambda.x,0.02,2.4442,0.0,0.0
lambda.x,0.02,2.4512,0.0,0.0
lambda.x,0.02,2.4582,0.0,0.0
lambda.x,0.02,2.4652,0.0,0.0
lambda.x,0.02,2.4722,0.0,0.0
lambda.x,0.02,2.4792,0.0,0.0
lambda.x,0.02,2.4862,0.0,0.0
lambda.x,0.02,2.4932,0.0,0.0
lambda.x,0.02,2.5003,0.0,0.0
lambda.x,0.02,2.5073,0.0,0.0
lambda.x,0.02,2.5143,0.0,0.0
lambda.x,0.02,2.5213,0.0,0.0
lambda.x,0.02,2.5283,0.0,0.0
lambda.x,0.02,2.5353,0.0,0.0
lambda.x,0.02,2.5423,0.0,0.0
lambda.x,0.02,2.5493,0.0,0.0
lambda.x,0.02,2.5563,0.0,0.0
lambda.x,0.02,2.5633,0.0,0.0
lambda.x,0.02,2.5703,0.0,0.0
lambda.x,0.02,2.5773,0.0,0.0
lambda.x,0.02,2.5843,0.0,0.0
lambda.x,0.02,2.5913,0.0,0.0
lambda.x,0.02,2.5983,0.0,0.0
lambda.x,0.02,2.6053,0.0,0.0
lambda.x,0.02,2.6123,0.0,0.0
lambda.x,0.02,2.6193,0.0,0.0
lambda.x,0.02,2.6263,0.0,0.0
lambda.x,0.02,2.6333,0.0,0.0
lambda.x,0.02,2.6403,0.0,0.0
lambda.x,0.02,2.6473,0.0,0.0
lambda.x,0.02,2.6543,0.0,0.0
lambda.x,0.02,2.6613,0.0,0.0
lambda.x,0.02,2.6683,0.0,0.0
lambda.x,0.02,2.6753,0.0,0.0
lambda.x,0.02,2.6823,0.0,0.0
lambda.x,0.02,2.6893,0.0,0.0
lambda.x,0.02,2.6963,0.0,0.0
lambda.x,0.02,2.7034,0.0,0.0
lambda.x,0.02,2.7104,0.0,0.0
lambda.x,0.02,2.7174,0.0,0.0
lambda.x,0.02,2.7244,0.0,0.0
lambda.x,0.02,2.7314,0.0,0.0
lambda.x,0.02,2.7384,0.0,0.0
lambda.x,0.02,2.7454,0.0,0.0
lambda.x,0.02,2.7524,0.0,0.0
lambda.x,0.02,2.7594,0.0,0.0
lambda.x,0.02,2.7664,0.0,0.0
lambda.x,0.02,2.7734,0.0,0.0
lambda.x,0.02,2.7804,0.0,0.0
lambda.x,0.02,2.7874,0.0,0.0
lambda.x,0.02,2.7944,0.0,0.0
lambda.x,0.02,2.8014,0.0,0.0
lambda.x,0.02,2.8084,0.0,0.0
lambda.x,0.02,2.8154,0.0,0.0
lambda.x,0.02,2.8224,0.0,0.0
lambda.x,0.02,2.8294,0.0,0.0
lambda.x,0.02,2.8364,0.0,0.0
lambda.x,0.02,2.8434,0.0,0.0
lambda.x,0.02,2.8504,0.0,0.0
lambda.x,0.02,2.8574,0.0,0.0
lambda.x,0.02,2.8644,0.0,0.0
lambda.x,0.02,2.8714,0.0,0.0
lambda.x,0.02,2.8784,0.0,0.0
lambda.x,0.02,2.8854,0.0,0.0
lambda.x,0.02,2.8924,0.0,0.0
lambda.x,0.02,2.8994,0.0,0.0
lambda.x,0.02,2.9065,0.0,0.0
lambda.x,0.02,2.9135,0.0,0.0
lambda.x,0.02,2.9205,0.0,0.0
lambda.x,0.02,2.9275,0.0,0.0
lambda.x,0.02,2.9345,0.0,0.0
lambda.x,0.02,2.9415,0.0,0.0
lambda.x,0.02,2.9485,0.0,0.0
lambda.x,0.02,2.9555,0.0,0.0
lambda.x,0.02,2.9625,0.0,0.0
lambda.x,0.02,2.9695,0.0,0.0
lambda.x,0.02,2.9765,0.0,0.0
lambda.x,0.02,2.9835,0.0,0.0
lambda.x,0.02,2.9905,0.0,0.0
lambda.x,0.02,2.9975,0.0,0.0
lambda.x,0.02,3.0045,0.0,0.0
lambda.x,0.02,3.0115,0.0,0.0
lambda.x,0.02,3.0185,0.0,0.0
lambda.x,0.02,3.0255,0.0,0.0
lambda.x,0.02,3.0325,0.0,0.0
lambda.x,0.02,3.0395,0.0,0.0
lambda.x,0.02,3.0465,0.0,0.0
lambda.x,0.02,3.0535,0.0,0.0
lambda.x,0.02,3.0605,0.0,0.0
lambda.x,0.02,3.0675,0.0,0.0
lambda.x,0.02,3.0745,0.0,0.0
lambda.x,0.02,3.0815,0.0,0.0
lambda.x,0.02,3.0885,0.0,0.0
lambda.x,0.02,3.0955,0.0,0.0
lambda.x,0.02,3.1026,0.0,0.0
lambda.x,0.02,3.1096,0.0,0.0
lambda.x,0.02,3.1166,0.0,0.0
lambda.x,0.02,3.1236,0.0,0.0
lambda.x,0.02,3.1306,0.0,0.0
lambda.x,0.02,3.1376,0.0,0.0
lambda.x,0.02,3.1446,0.0,0.0
lambda.x,0.02,3.1516,0.0,0.0
lambda.x,0.02,3.1586,0.0,0.0
lambda.x,0.02,3.1656,0.0,0.0
lambda.x,0.02,3.1726,0.0,0.0
lambda.x,0.02,3.1796,0.0,0.0
lambda.x,0.02,3.1866,0.0,0.0
lambda.x,0.02,3.1936,0.0,0.0
lambda.x,0.02,3.2006,0.0,0.0
lambda.x,0.02,3.2076,0.0,0.0
lambda.x,0.02,3.2146,1e-05,2.177564860324805e-08
lambda.x,0.02,3.2216,1e-05,6.527963095370282e-08
lambda.x,0.02,3.2286,1e-05,1.0868918876087398e-07
lambda.x,0.02,3.2356,2e-05,1.7363904924066443e-07
lambda.x,0.02,3.2426,2e-05,2.600829154143965e-07
lambda.x,0.02,3.2496,3e-05,3.6788148342531575e-07
lambda.x,0.02,3.2566,4e-05,5.184840638367287e-07
lambda.x,0.02,3.2636,6e-05,7.331555476873991e-07
lambda.x,0.02,3.2706,8e-05,1.0330701950584903e-06
lambda.x,0.02,3.2776,0.00011,1.4392205968280002e-06
lambda.x,0.02,3.2846,0.00016,2.015133796600482e-06
lambda.x,0.02,3.2916,0.00021,2.802710323646789e-06
lambda.x,0.02,3.2986,0.00028,3.843493122186666e-06
lambda.x,0.02,3.3057,0.00037,5.2408610102182845e-06
lambda.x,0.02,3.3127,0.00049,7.059765368060862e-06
lambda.x,0.02,3.3197,0.00065,9.465780328533203e-06
lambda.x,0.02,3.3267,0.00084,1.260390346570926e-05
lambda.x,0.02,3.3337,0.00109,1.666016906294842e-05
lambda.x,0.02,3.3407,0.0014,2.188243422823239e-05
lambda.x,0.02,3.3477,0.00179,2.85588193937172e-05
lambda.x,0.02,3.3547,0.00226,3.701745953371897e-05
lambda.x,0.02,3.3617,0.00285,4.7667728862723746e-05
lambda.x,0.02,3.3687,0.00356,6.099973868312599e-05
lambda.x,0.02,3.3757,0.00443,7.758349392996531e-05
lambda.x,0.02,3.3827,0.00546,9.806840352879763e-05
lambda.x,0.02,3.3897,0.00669,0.00012318245216650004
lambda.x,0.02,3.3967,0.00814,0.0001537729393079159
lambda.x,0.02,3.4037,0.00983,0.00019076427983050795
lambda.x,0.02,3.4107,0.0118,0.00023519841758724603
lambda.x,0.02,3.4177,0.01406,0.00028821346434892395
lambda.x,0.02,3.4247,0.01665,0.0003510427866282336
lambda.x,0.02,3.4317,0.01958,0.00042501435327042586
lambda.x,0.02,3.4387,0.02287,0.0005115091262138273
