ik,band,distance_inv_A,energy_eV,native_weight,pw_weight
18,2,1.649097141784,-1.4440737991910193,1.0,1.0000000000000002
18,3,1.649097141784,2.336346375079474,1.0,0.9999999999999994
18,4,1.649097141784,2.3363463931824002,1.0,0.9999999999999996
18,5,1.649097141784,9.79753070585485,1.0,1.0000000000000018
18,6,1.649097141784,9.79753071299494,1.0,0.999999999999998
18,7,1.649097141784,11.965889137653116,1.0,0.9999999999999949
18,8,1.649097141784,11.965889465524407,1.0,0.9999999999999976
19,1,1.746102856006,-1.4309031046768808,1.0,1.0000000000000009
19,2,1.746102856006,-1.4309030775775742,1.0,1.0000000000000002
19,3,1.746102856006,2.2797830119545868,1.0,1.0000000000000004
19,4,1.746102856006,2.279783025732627,1.0,1.0
19,5,1.746102856006,10.445037960064194,1.0,0.9999999999999849
19,6,1.746102856006,10.445038018738206,1.0,0.9999999999999883
19,7,1.746102856006,11.25953214703358,1.0,1.0000000000000004
19,8,1.746102856006,11.25953234913195,1.0,0.9999999999999999
20,1,1.83756072046,-1.7976241500828374,1.0,1.000000000000001
20,2,1.83756072046,-1.0833079652033866,1.0,1.0
20,3,1.83756072046,2.058862538566989,1.0,1.0
20,4,1.83756072046,2.6027426531141598,1.0,0.9999999999999999
20,5,1.83756072046,10.11147868341833,1.0,1.0000000000000573
20,6,1.83756072046,10.468122939627522,1.0,1.0000000000000033
20,7,1.83756072046,11.260607495010623,1.0,0.9999999999999859
20,8,1.83756072046,11.680410052722754,1.0,0.9999999999999967
21,1,1.929018584915,-2.1521658338971767,1.0,1.000000000000001
21,2,1.929018584915,-0.8035914993840327,1.0,1.0000000000000004
21,3,1.929018584915,1.993377769143748,1.0,0.9999999999999997
21,4,1.929018584915,2.9879597978508867,1.0,0.9999999999999997
21,5,1.929018584915,9.788762069875101,1.0,0.9999999999999795
21,6,1.929018584915,10.141747680201037,1.0,0.9999999999999987
21,7,1.929018584915,11.71972048111278,1.0,0.9999999999999987
21,8,1.929018584915,12.203081218240342,1.0,1.0000000000000013
22,1,2.020476449369,-2.4765728608235595,1.0,1.0000000000000004
22,2,2.020476449369,-0.6404640808599701,1.0,1.0000000000000004
22,3,2.020476449369,2.1336173809532446,1.0,1.0000000000000002
22,4,2.020476449369,3.404702079529584,1.0,1.0000000000000009
22,5,2.020476449369,9.533530685069577,1.0,1.0000000000000187
22,6,2.020476449369,9.788430068567259,1.0,0.9999999999999988
22,7,2.020476449369,12.309861418743496,1.0,0.999999999999991
22,8,2.020476449369,12.769830050096084,1.0,1.0000000000000009
23,1,2.111934313823,-2.7605636086399588,1.0,1.0
23,2,2.111934313823,-0.5992985499718174,1.0,1.0
23,3,2.111934313823,2.48322718936276,1.0,0.9999999999999983
23,4,2.111934313823,3.824567121498037,1.0,1.0000000000000004
23,5,2.111934313823,9.3632103588685,1.0,0.9999999999999413
23,6,2.111934313823,9.458204157086875,1.0,0.9999999999999969
23,7,2.111934313823,12.691645479975998,1.0,1.0000000000000029
23,8,2.111934313823,12.977324176809297,1.0,0.9999999999999949
24,1,2.203392178277,-2.9982278573391534,1.0,1.0000000000000016
24,2,2.203392178277,-0.6369372981997666,1.0,1.0000000000000002
24,3,2.203392178277,2.992516789401744,1.0,1.0000000000000002
24,4,2.203392178277,4.21788906330239,1.0,0.999999999999999
24,5,2.203392178277,9.14701861503031,1.0,0.9999999999999654
24,6,2.203392178277,9.28772603675529,1.0,0.9999999999999997
24,7,2.203392178277,11.648064099997045,1.0,1.0000000000000033
24,8,2.203392178277,13.699095097210451,1.0,0.9999999999999638
25,1,2.294850042731,-3.185883636618712,1.0,0.9999999999999984
25,2,2.294850042731,-0.7043456330681063,1.0,1.0000000000000004
